#      time         order        qbridges     qcdwalls2z   qdaylite     qequip2zon   qhc2zone     qlcwinds2z   qlite        qloss        qocc2zone    qterm2zone
  72.00000000       1.0000      -63.836      -417.21       0.0000       0.0000       1372.2      -428.94       0.0000       0.0000      2.10072E-28  -184.44    
  72.16000000       1.0000      -65.480      -396.48       0.0000       0.0000       1303.1      -436.79       0.0000       0.0000      2.10071E-28  -186.49    
  72.32000000       1.0000      -66.986      -380.14       0.0000       0.0000       1297.7      -444.70       0.0000       0.0000      2.10073E-28  -189.30    
  72.38621698       1.0000      -67.613      -377.71       0.0000       0.0000       1304.6      -447.98       0.0000       0.0000      2.10073E-28  -190.66    
  72.38621698       1.0000      -67.613      -377.71       0.0000       0.0000       1304.6      -447.98       0.0000       0.0000      2.10073E-28  -190.66    
  72.64221698       1.0000      -70.115      -391.22       0.0000       0.0000       1358.5      -459.97       0.0000       0.0000      2.10074E-28  -197.35    
  72.89821698       1.0000      -72.644      -404.60       0.0000       0.0000       1401.7      -469.47       0.0000       0.0000      2.10074E-28  -205.60    
  73.41021698       1.0000      -72.866      -412.87       0.0000       0.0000       1411.8      -469.07       0.0000       0.0000      2.10073E-28  -203.92    
  74.43421698       1.0000      -71.029      -409.69       0.0000       0.0000       1383.7      -459.47       0.0000       0.0000      2.10072E-28  -191.12    
  75.93421698       1.0000      -68.297      -405.36       0.0000       0.0000       1340.2      -441.46       0.0000       0.0000      2.10073E-28  -172.76    
  77.43421698       1.0000      -68.043      -405.93       0.0000       0.0000       1342.1      -444.98       0.0000       0.0000      1.98171E-28  -165.35    
  78.93421698       1.0000      -67.374      -406.03       0.0000       0.0000       1340.2      -447.86       0.0000       0.0000      1.08683E-28  -171.96    
  80.43421698       1.0000      -68.295      -411.58       0.0000       0.0000       1357.9      -452.82       0.0000       0.0000      1.72755E-29  -190.48    
  81.93421698       1.0000      -72.364      -484.10       70.701       0.0000       1380.4      -441.96       0.0000       0.0000       0.0000      -229.39    
  83.43421698       1.0000      -73.730      -518.13       112.34       0.0000       1375.6      -434.18       0.0000       0.0000      2.38067E-29  -236.09    
  84.93421698       1.0000      -72.186      -534.74       142.41       0.0000       1327.6      -411.50       0.0000       0.0000      1.24844E-28  -227.10    
  86.43421698       1.0000      -79.652      -485.06       64.998       0.0000       1481.0      -479.82       0.0000       0.0000      1.72755E-29  -271.64    
  87.93421698       1.0000      -80.500      -448.12       9.2414       0.0000       1529.2      -501.92       0.0000       0.0000      7.83204E-31  -276.02    
  89.43421698       1.0000      -77.229      -437.03      1.47620E-50   0.0000       1485.5      -485.61       0.0000       0.0000      7.86549E-29  -253.08    
  90.93421698       1.0000      -77.591      -440.43      5.36152E-65   0.0000       1494.0      -488.27       0.0000       0.0000      1.65740E-28  -250.13    
  92.43421698       1.0000      -76.148      -439.36      1.25058E-47   0.0000       1475.8      -482.29       0.0000       0.0000      1.74009E-28  -232.90    
  93.93421698       1.0000      -75.623      -441.24      3.16994E-64   0.0000       1467.3      -476.13       0.0000       0.0000      2.08913E-28  -223.03    
  95.43421698       1.0000      -72.880      -437.06     -1.99570E-78   0.0000       1424.1      -458.46       0.0000       0.0000      2.10073E-28  -194.10    
  96.00000000       1.0000      -71.322      -434.10     -1.51542E-63   0.0000       1399.7      -449.02       0.0000       0.0000      2.10072E-28  -183.06    
  96.00000000       1.0000      -71.322      -434.10      2.29853E-79   0.0000       1399.7      -449.02       0.0000       0.0000      2.10072E-28  -183.06    
  96.30158031       1.0000      -71.431      -432.74       0.0000       0.0000       1399.1      -449.67       0.0000       0.0000      2.10073E-28  -183.45    
  96.39334524       1.0000      -71.467      -433.16       0.0000       0.0000       1400.3      -449.87       0.0000       0.0000      2.10073E-28  -183.59    
  96.39334525       1.0000      -71.467      -433.16       0.0000       0.0000       1400.3      -449.87       0.0000       0.0000      2.10073E-28  -183.59    
  96.63460949       1.0000      -71.562      -434.54       0.0000       0.0000       1403.4      -450.43       0.0000       0.0000      2.10073E-28  -183.96    
  96.87587374       1.0000      -71.657      -435.50       0.0000       0.0000       1405.6      -450.98       0.0000       0.0000      2.10073E-28  -184.33    
  97.35840222       1.0000      -71.707      -436.84       0.0000       0.0000       1407.6      -451.30       0.0000       0.0000      2.10073E-28  -185.57    
  98.32345920       1.0000      -71.199      -436.85       0.0000       0.0000       1403.2      -450.73       0.0000       0.0000      2.10073E-28  -184.55    
  99.82345920       1.0000      -71.105      -437.88       0.0000       0.0000       1407.1      -454.42       0.0000       0.0000      2.10073E-28  -182.20    
  101.3234592       1.0000      -68.688      -433.99       0.0000       0.0000       1371.3      -440.94       0.0000       0.0000      2.01802E-28  -171.56    
  102.8234592       1.0000      -69.273      -436.07       0.0000       0.0000       1385.1      -448.29       0.0000       0.0000      1.14823E-28  -178.07    
  104.3234592       1.0000      -72.409      -446.37       0.0000       0.0000       1438.9      -467.63       0.0000       0.0000      2.26929E-29  -199.95    
  105.8234592       1.0000      -70.265      -608.97       204.85       0.0000       1299.0      -386.20       0.0000       0.0000       0.0000      -173.71    
  107.3234592       1.0000      -64.881      -1267.8       1016.2       0.0000       846.19      -127.11       0.0000       0.0000      1.65407E-29  -127.34    
  108.8234592       1.0000      -62.089      -910.37       703.40       0.0000       852.35      -200.96       0.0000       0.0000      1.28723E-28  -91.776    
  110.3234592       1.0000      -70.642      -921.94       729.15       0.0000       943.67      -239.87       0.0000       0.0000      2.26929E-29  -178.34    
  111.8234592       1.0000      -73.149      -361.66       67.169       0.0000       1284.8      -460.09       0.0000       0.0000      1.36893E-31  -205.26    
  113.3234592       1.0000      -75.865      -351.38      2.48815E-63   0.0000       1401.7      -498.07       0.0000       0.0000      6.96067E-29  -223.87    
  114.8234592       1.0000      -78.329      -376.95      2.46681E-53   0.0000       1459.5      -511.33       0.0000       0.0000      1.63801E-28  -251.97    
  116.3234592       1.0000      -73.085      -375.57      5.86221E-77   0.0000       1382.3      -476.17       0.0000       0.0000      1.72193E-28  -208.31    
  117.8234592       1.0000      -70.970      -379.00      2.12697E-79   0.0000       1349.4      -456.62       0.0000       0.0000      2.07944E-28  -189.48    
  119.3234592       1.0000      -74.053      -393.74     -1.85598E-79   0.0000       1409.4      -477.98       0.0000       0.0000      2.10073E-28  -226.59    
  120.0000000       1.0000      -74.854      -398.82      1.96724E-63   0.0000       1431.1      -487.98       0.0000       0.0000      2.10073E-28  -239.00    
  120.0000000       1.0000      -74.854      -398.82     -5.33699E-79   0.0000       1431.1      -487.98       0.0000       0.0000      2.10073E-28  -239.00    
  120.3064111       1.0000      -74.142      -400.72       0.0000       0.0000       1424.6      -484.39       0.0000       0.0000      2.10073E-28  -238.09    
  120.4004368       1.0000      -73.921      -400.22       0.0000       0.0000       1420.9      -483.31       0.0000       0.0000      2.10072E-28  -237.82    
  120.4004368       1.0000      -73.921      -400.22       0.0000       0.0000       1420.9      -483.31       0.0000       0.0000      2.10072E-28  -237.82    
  120.6455657       1.0000      -73.341      -398.68       0.0000       0.0000       1411.7      -480.56       0.0000       0.0000      2.10073E-28  -237.16    
  120.8906945       1.0000      -72.760      -397.71       0.0000       0.0000       1403.6      -477.80       0.0000       0.0000      2.10073E-28  -236.59    
  121.3809522       1.0000      -74.288      -400.84       0.0000       0.0000       1428.8      -488.73       0.0000       0.0000      2.10073E-28  -251.92    
  122.3614677       1.0000      -77.639      -414.84       0.0000       0.0000       1492.6      -511.71       0.0000       0.0000      2.10073E-28  -280.04    
  123.8614677       1.0000      -79.081      -425.52       0.0000       0.0000       1524.1      -521.07       0.0000       0.0000      2.10073E-28  -285.18    
  125.3614677       1.0000      -82.457      -439.63       0.0000       0.0000       1584.5      -541.17       0.0000       0.0000      2.00694E-28  -310.85    
  126.7323077       1.0000      -82.943      -445.95       0.0000       0.0000       1596.9      -543.22       0.0000       0.0000      1.19876E-28  -316.54    
  126.7323077       1.0000      -82.943      -445.95       0.0000       0.0000       1596.9      -543.22       0.0000       0.0000      1.19876E-28  -316.54    
  128.3011324       1.0000      -85.220      -458.02       0.0000       0.0000       1636.1      -552.28       0.0000       0.0000      2.38655E-29  -340.38    
  129.6233333       1.0000      -82.562      -500.93       56.061       0.0000       1556.7      -507.01       0.0000       0.0000       0.0000      -302.36    
  129.6233333       1.0000      -82.562      -500.93       56.061       0.0000       1556.7      -507.01       0.0000       0.0000       0.0000      -302.36    
  130.8783931       1.0000      -79.752      -628.85       217.17       0.0000       1429.7      -435.42       0.0000       0.0000      9.14902E-31  -277.26    
  132.1334529       1.0000      -69.749      -746.45       405.36       0.0000       1171.1      -324.90       0.0000       0.0000      9.76577E-29  -198.57    
  133.6334529       1.0000      -68.480      -666.80       347.22       0.0000       1147.0      -333.20       0.0000       0.0000      7.31266E-29  -181.83    
  135.1334529       1.0000      -70.771      -468.51       109.79       0.0000       1289.6      -418.82       0.0000       0.0000      3.88327E-31  -196.42    
  136.6334529       1.0000      -71.239      -393.57     -6.89060E-48   0.0000       1365.8      -456.12       0.0000       0.0000      2.04300E-29  -192.04    
  138.1334529       1.0000      -69.740      -403.09     -1.03280E-35   0.0000       1352.0      -444.41       0.0000       0.0000      1.34221E-28  -173.41    
  139.6334529       1.0000      -70.732      -407.99      9.77864E-64   0.0000       1387.0      -467.21       0.0000       0.0000      1.68058E-28  -181.28    
  141.1334529       1.0000      -65.493      -404.98      6.28247E-67   0.0000       1296.3      -419.55       0.0000       0.0000      1.93348E-28  -123.14    
  142.6334529       1.0000      -59.073      -392.36      3.18529E-80   0.0000       1195.3      -380.60       0.0000       0.0000      2.10072E-28  -54.858    
  144.0000000       1.0000      -59.886      -396.74     -3.77424E-97   0.0000       1210.2      -385.16       0.0000       0.0000      2.10073E-28  -71.803    
  144.0000000       1.0000      -59.886      -396.74       0.0000       0.0000       1210.2      -385.16       0.0000       0.0000      2.10073E-28  -71.803    
