#      time         order        tairmean     top       
  72.00000000       1.0000       21.001       21.031    
  72.16000000       1.0000       21.014       21.028    
  72.32000000       1.0000       21.001       21.020    
  72.38621698       1.0000       20.996       21.018    
  72.38621698       1.0000       20.996       21.018    
  72.64221698       1.0000       20.994       21.022    
  72.89821698       1.0000       20.995       21.027    
  73.41021698       1.0000       20.999       21.030    
  74.43421698       1.0000       21.001       21.026    
  75.93421698       1.0000       21.001       21.020    
  77.43421698       1.0000       21.000       21.017    
  78.93421698       1.0000       21.000       21.014    
  80.43421698       1.0000       21.000       21.013    
  81.93421698       1.0000       20.999       21.020    
  83.43421698       1.0000       21.000       21.023    
  84.93421698       1.0000       21.001       21.022    
  86.43421698       1.0000       20.997       21.032    
  87.93421698       1.0000       20.999       21.034    
  89.43421698       1.0000       21.001       21.028    
  90.93421698       1.0000       21.000       21.026    
  92.43421698       1.0000       21.000       21.022    
  93.93421698       1.0000       21.000       21.020    
  95.43421698       1.0000       21.001       21.014    
  96.00000000       1.0000       21.001       21.011    
  96.00000000       1.0000       21.001       21.011    
  96.30158031       1.0000       21.000       21.010    
  96.39334524       1.0000       21.000       21.010    
  96.39334525       1.0000       21.000       21.010    
  96.63460949       1.0000       21.000       21.010    
  96.87587374       1.0000       21.000       21.010    
  97.35840222       1.0000       21.000       21.009    
  98.32345920       1.0000       21.000       21.008    
  99.82345920       1.0000       21.000       21.006    
  101.3234592       1.0000       21.001       21.001    
  102.8234592       1.0000       21.000       21.000    
  104.3234592       1.0000       20.999       21.004    
  105.8234592       1.0000       21.001       21.003    
  107.3234592       1.0000       21.002       20.999    
  108.8234592       1.0000       21.001       20.993    
  110.3234592       1.0000       20.998       21.010    
  111.8234592       1.0000       20.998       21.011    
  113.3234592       1.0000       20.999       21.013    
  114.8234592       1.0000       20.999       21.016    
  116.3234592       1.0000       21.002       21.007    
  117.8234592       1.0000       21.001       21.001    
  119.3234592       1.0000       20.999       21.004    
  120.0000000       1.0000       20.999       21.005    
  120.0000000       1.0000       20.999       21.005    
  120.3064111       1.0000       21.001       21.005    
  120.4004368       1.0000       21.001       21.005    
  120.4004368       1.0000       21.001       21.005    
  120.6455657       1.0000       21.001       21.004    
  120.8906945       1.0000       21.001       21.002    
  121.3809522       1.0000       20.999       21.003    
  122.3614677       1.0000       20.998       21.008    
  123.8614677       1.0000       20.999       21.010    
  125.3614677       1.0000       20.999       21.015    
  126.7323077       1.0000       21.000       21.016    
  126.7323077       1.0000       21.000       21.016    
  128.3011324       1.0000       21.000       21.019    
  129.6233333       1.0000       21.001       21.016    
  129.6233333       1.0000       21.001       21.016    
  130.8783931       1.0000       21.001       21.012    
  132.1334529       1.0000       21.004       20.998    
  133.6334529       1.0000       21.001       20.994    
  135.1334529       1.0000       20.999       20.996    
  136.6334529       1.0000       21.000       20.995    
  138.1334529       1.0000       21.000       20.991    
  139.6334529       1.0000       21.000       20.990    
  141.1334529       1.0000       21.002       20.981    
  142.6334529       1.0000       21.002       20.968    
  144.0000000       1.0000       21.000       20.967    
  144.0000000       1.0000       21.000       20.967    
