#      time         order        qbridges     qcdwalls2z   qdaylite     qequip2zon   qhc2zone     qlcwinds2z   qlite        qloss        qocc2zone    qterm2zone
  72.00000000       1.0000      -17.497      -387.11       0.0000       0.0000       871.39      -81.548       0.0000       0.0000      2.10073E-28  -158.03    
  72.16000000       1.0000      -17.943      -373.72       0.0000       0.0000       820.84      -82.974       0.0000       0.0000      2.10071E-28  -159.69    
  72.32000000       1.0000      -18.361      -365.52       0.0000       0.0000       818.46      -84.427       0.0000       0.0000      2.10073E-28  -162.19    
  72.38621698       1.0000      -18.535      -365.28       0.0000       0.0000       823.78      -85.028       0.0000       0.0000      2.10073E-28  -163.41    
  72.38621698       1.0000      -18.535      -365.28       0.0000       0.0000       823.78      -85.028       0.0000       0.0000      2.10073E-28  -163.41    
  72.64221698       1.0000      -19.223      -378.06       0.0000       0.0000       859.41      -87.170       0.0000       0.0000      2.10073E-28  -169.19    
  72.89821698       1.0000      -19.916      -388.95       0.0000       0.0000       887.31      -88.770       0.0000       0.0000      2.10073E-28  -176.24    
  73.41021698       1.0000      -19.974      -393.67       0.0000       0.0000       893.52      -88.658       0.0000       0.0000      2.10073E-28  -174.75    
  74.43421698       1.0000      -19.469      -389.57       0.0000       0.0000       876.00      -86.958       0.0000       0.0000      2.10072E-28  -163.77    
  75.93421698       1.0000      -18.720      -384.21       0.0000       0.0000       850.79      -83.634       0.0000       0.0000      2.10073E-28  -148.03    
  77.43421698       1.0000      -18.651      -386.05       0.0000       0.0000       851.73      -84.365       0.0000       0.0000      1.98171E-28  -141.69    
  78.93421698       1.0000      -18.468      -387.65       0.0000       0.0000       850.17      -85.031       0.0000       0.0000      1.08683E-28  -147.36    
  80.43421698       1.0000      -18.721      -394.11       0.0000       0.0000       863.18      -85.949       0.0000       0.0000      1.72755E-29  -163.23    
  81.93421698       1.0000      -19.835      -416.83       11.096       0.0000       898.41      -84.994       0.0000       0.0000       0.0000      -196.56    
  83.43421698       1.0000      -20.210      -425.96       17.096       0.0000       909.10      -84.237       0.0000       0.0000      2.38055E-29  -202.30    
  84.93421698       1.0000      -19.786      -423.95       20.550       0.0000       890.77      -80.672       0.0000       0.0000      1.24844E-28  -194.59    
  86.43421698       1.0000      -21.836      -438.12       10.364       0.0000       971.60      -92.062       0.0000       0.0000      1.72755E-29  -232.82    
  87.93421698       1.0000      -22.067      -438.31       1.7683       0.0000       989.09      -95.313       0.0000       0.0000      7.83204E-31  -236.54    
  89.43421698       1.0000      -21.169      -431.27       0.0000       0.0000       960.63      -92.143       0.0000       0.0000      7.86549E-29  -216.86    
  90.93421698       1.0000      -21.269      -435.30      7.10207E-71   0.0000       967.02      -92.507       0.0000       0.0000      1.65740E-28  -214.34    
  92.43421698       1.0000      -20.873      -434.36       0.0000       0.0000       956.19      -91.397       0.0000       0.0000      1.74009E-28  -199.57    
  93.93421698       1.0000      -20.729      -435.58       0.0000       0.0000       952.94      -90.226       0.0000       0.0000      2.08913E-28  -191.11    
