#      time         order        beleuchtun   brennstof1   brennstoff   gerate       hilfsenerg   luftung      raumkuhlu 
  0.000000000       1.0000       0.0000       0.0000       1837.9       142.48      1.20000E-06   92.599       0.0000    
 0.1600000000       1.0000       0.0000       0.0000       2448.9       142.48      1.20000E-06   94.532       0.0000    
 0.3200000000       1.0000       0.0000       0.0000       2727.3       142.48      1.20000E-06   94.587       0.0000    
 0.3641584608       1.0000       0.0000       0.0000       2773.7       142.48      1.20000E-06   94.591       0.0000    
 0.3641584636       1.0000       0.0000       0.0000       2773.7       142.48      1.20000E-06   94.591       0.0000    
 0.6201584636       1.0000       0.0000       0.0000       2716.5       142.48      1.20000E-06   94.592       0.0000    
 0.8761584636       1.0000       0.0000       0.0000       2669.3       142.48      1.20000E-06   94.591       0.0000    
  1.388158464       1.0000       0.0000       0.0000       2640.3       142.48      1.20000E-06   94.592       0.0000    
  2.412158464       1.0000       0.0000       0.0000       2573.1       142.48      1.20000E-06   94.593       0.0000    
  3.912158464       1.0000       0.0000       0.0000       2560.4       143.59      1.20000E-06   94.592       0.0000    
  5.412158464       1.0000       50.348       0.0000       2201.3       366.05      1.20000E-06   94.592       0.0000    
  6.297433212       1.0000       274.48       0.0000       1410.7       818.65      1.20000E-06   94.594       0.0000    
  7.225855919       1.0000       359.78       0.0000       1687.8       558.78      1.20000E-06   94.592       0.0000    
  8.161483220       1.0000       144.86       0.0000       2357.0       198.43      1.20000E-06   94.593       0.0000    
  9.187946910       1.0000      0.16096       0.0000       2482.6       142.60      1.20000E-06   94.593       0.0000    
  10.03157721       1.0000       0.0000       0.0000       2357.3       142.48      1.20000E-06   94.593       0.0000    
  10.90060265       1.0000       1.3435       0.0000       2151.6       149.45      1.20000E-06   94.596       0.0000    
  11.43451445       1.0000       27.264       0.0000       1898.9       283.88      1.20000E-06   94.594       0.0000    
  11.86106205       1.0000       75.741       0.0000       1467.8       531.68      1.20000E-06   94.593       0.0000    
  12.33070534       1.0000       141.24       0.0000       942.71       788.72      1.20000E-06   94.594       0.0000    
  12.80216780       1.0000       181.67       0.0000       805.92       786.61      1.20000E-06   94.594       0.0000    
  13.25473096       1.0000       177.96       0.0000       1135.1       541.93      1.20000E-06   94.592       0.0000    
  13.76434093       1.0000       129.81       0.0000       1592.1       296.74      1.20000E-06   94.592       0.0000    
  14.24299272       1.0000       61.604       0.0000       1874.5       188.12      1.20000E-06   94.591       0.0000    
  14.83166688       1.0000       9.4147       0.0000       2042.3       149.46      1.20000E-06   94.591       0.0000    
  15.88639879       1.0000       2.3076       0.0000       2200.0       143.33      1.20000E-06   94.589       0.0000    
  16.59321325       1.0000       84.198       0.0000       2105.9       173.67      1.20000E-06   94.592       0.0000    
  17.12604816       1.0000       229.33       0.0000       1843.1       261.76      1.20000E-06   94.592       0.0000    
  17.71025912       1.0000       351.25       0.0000       1320.9       521.49      1.20000E-06   94.593       0.0000    
  18.24962479       1.0000       384.60       0.0000       686.07       890.26      1.20000E-06   94.594       0.0000    
  18.94977328       1.0000       384.60       0.0000       177.67       1238.7      1.20000E-06   94.595       0.0000    
  19.78626644       1.0000       384.60       0.0000       286.16       1021.6      1.20000E-06   94.592       0.0000    
  20.62726100       1.0000       292.58       0.0000       1246.8       416.65      1.20000E-06   94.587       0.0000    
  21.50982991       1.0000       64.933       0.0000       1681.9       284.96      1.20000E-06   94.589       0.0000    
  22.75822102       1.0000       0.0000       0.0000       1820.9       239.21      1.20000E-06   94.591       0.0000    
  24.00000000       1.0000       0.0000       0.0000       1901.2       157.46      1.20000E-06   94.592       0.0000    
  24.00000000       1.0000       0.0000       0.0000       1901.2       142.48      1.20000E-06   94.592       0.0000    
  24.28471348       1.0000       0.0000       0.0000       1930.9       142.48      1.20000E-06   94.591       0.0000    
  24.37149499       1.0000       0.0000       0.0000       1935.2       142.48      1.20000E-06   94.591       0.0000    
  24.37149500       1.0000       0.0000       0.0000       1935.2       142.48      1.20000E-06   94.591       0.0000    
  24.59926578       1.0000       0.0000       0.0000       1939.1       142.48      1.20000E-06   94.591       0.0000    
  24.82703657       1.0000       0.0000       0.0000       1942.8       142.48      1.20000E-06   94.591       0.0000    
  25.28257814       1.0000       0.0000       0.0000       1950.1       142.48      1.20000E-06   94.591       0.0000    
  26.19366128       1.0000       0.0000       0.0000       1957.7       142.48      1.20000E-06   94.591       0.0000    
  27.69366128       1.0000       0.0000       0.0000       2015.0       142.48      1.20000E-06   94.591       0.0000    
  29.19366128       1.0000       20.859       0.0000       1909.1       281.16      1.20000E-06   94.590       0.0000    
  30.09283768       1.0000       219.57       0.0000       1200.1       743.56      1.20000E-06   94.592       0.0000    
  31.08830303       1.0000       369.20       0.0000       1287.2       643.50      1.20000E-06   94.591       0.0000    
  31.97757048       1.0000       198.89       0.0000       2000.9       232.03      1.20000E-06   94.592       0.0000    
  33.04756084       1.0000       2.0357       0.0000       2160.4       143.99      1.20000E-06   94.592       0.0000    
  33.88941110       1.0000       0.0000       0.0000       1811.8       142.48      1.20000E-06   94.591       0.0000    
  34.76127594       1.0000       0.0000       0.0000       1656.2       142.48      1.20000E-06   94.594       0.0000    
  35.34732472       1.0000       0.0000       0.0000       1566.5       248.91      1.20000E-06   94.593       0.0000    
  35.78281607       1.0000      5.65724E-08   0.0000       1213.5       478.07      1.20000E-06   94.592       0.0000    
  36.27930039       1.0000      9.08566E-10   0.0000       658.91       771.93      1.20000E-06   94.591       0.0000    
  36.72577459       1.0000       0.0000       0.0000       457.84       801.55      1.20000E-06   94.591       0.0000    
  37.18620934       1.0000       0.0000       0.0000       656.69       582.34      1.20000E-06   94.591       0.0000    
  37.72702919       1.0000       0.0000       0.0000       968.13       311.14      1.20000E-06   94.593       0.0000    
  38.19777956       1.0000       0.0000       0.0000       1217.2       192.33      1.20000E-06   94.591       0.0000    
  38.78099773       1.0000       0.0000       0.0000       1455.9       151.34      1.20000E-06   94.589       0.0000    
  39.75042998       1.0000       0.0000       0.0000       1831.7       142.48      1.20000E-06   94.592       0.0000    
  40.48562907       1.0000       64.084       0.0000       1926.8       166.22      1.20000E-06   94.589       0.0000    
  41.03121668       1.0000       201.47       0.0000       1832.7       234.55      1.20000E-06   94.586       0.0000    
  41.64408862       1.0000       342.41       0.0000       1356.3       482.86      1.20000E-06   94.591       0.0000    
  42.17085830       1.0000       383.82       0.0000       770.57       837.79      1.20000E-06   94.592       0.0000    
  42.84686747       1.0000       384.60       0.0000       165.03       1206.1      1.20000E-06   94.594       0.0000    
  43.11727114       1.0000       384.60       0.0000       107.92       1259.3      1.20000E-06   94.592       0.0000    
  43.65807848       1.0000       384.60       0.0000       263.92       1100.3      1.20000E-06   94.590       0.0000    
  44.34432176       1.0000       343.96       0.0000       1067.4       577.92      1.20000E-06   94.590       0.0000    
  45.08634580       1.0000       166.93       0.0000       1614.1       293.96      1.20000E-06   94.591       0.0000    
  46.57039388       1.0000       0.0000       0.0000       1674.9       255.35      1.20000E-06   94.593       0.0000    
  47.82906358       1.0000       0.0000       0.0000       1905.8       158.67      1.20000E-06   94.589       0.0000    
  48.00000000       1.0000       0.0000       0.0000       1932.6       157.46      1.20000E-06   94.587       0.0000    
  48.00000000       1.0000       0.0000       0.0000       1932.6       142.48      1.20000E-06   94.587       0.0000    
  48.28918681       1.0000       0.0000       0.0000       1963.2       142.48      1.20000E-06   94.592       0.0000    
  48.37886363       1.0000       0.0000       0.0000       1964.7       142.48      1.20000E-06   94.592       0.0000    
  48.37886363       1.0000       0.0000       0.0000       1964.7       142.48      1.20000E-06   94.592       0.0000    
  48.61021308       1.0000       0.0000       0.0000       1961.7       142.48      1.20000E-06   94.592       0.0000    
  48.84156252       1.0000       0.0000       0.0000       1960.7       142.48      1.20000E-06   94.592       0.0000    
  49.30426141       1.0000       0.0000       0.0000       1969.8       142.48      1.20000E-06   94.591       0.0000    
  50.22965919       1.0000       0.0000       0.0000       2014.0       142.48      1.20000E-06   94.591       0.0000    
  51.72965919       1.0000       0.0000       0.0000       1920.4       142.48      1.20000E-06   94.593       0.0000    
  53.22965919       1.0000       25.327       0.0000       1505.1       294.43      1.20000E-06   94.595       0.0000    
  54.11909138       1.0000       227.29       0.0000       789.08       756.29      1.20000E-06   94.590       0.0000    
  55.09445960       1.0000       368.87       0.0000       916.56       639.67      1.20000E-06   94.591       0.0000    
  55.98773669       1.0000       195.90       0.0000       1771.9       229.11      1.20000E-06   94.587       0.0000    
  57.03659776       1.0000       2.1821       0.0000       2019.2       144.10      1.20000E-06   94.593       0.0000    
  57.87499262       1.0000       0.0000       0.0000       1996.2       142.48      1.20000E-06   94.591       0.0000    
  58.74268573       1.0000       0.0000       0.0000       2097.3       142.48      1.20000E-06   94.587       0.0000    
  59.33649617       1.0000       19.797       0.0000       2026.6       245.16      1.20000E-06   94.588       0.0000    
  59.77375883       1.0000       63.617       0.0000       1701.6       472.43      1.20000E-06   94.589       0.0000    
  60.27374094       1.0000       134.39       0.0000       1215.6       770.12      1.20000E-06   94.589       0.0000    
  60.71901783       1.0000       176.21       0.0000       1119.8       802.82      1.20000E-06   94.589       0.0000    
  61.18243655       1.0000       182.09       0.0000       1436.9       584.65      1.20000E-06   94.590       0.0000    
  61.72533667       1.0000       134.50       0.0000       1906.1       311.79      1.20000E-06   94.592       0.0000    
  62.19667389       1.0000       67.259       0.0000       2182.2       192.51      1.20000E-06   94.591       0.0000    
  62.78081331       1.0000       11.964       0.0000       2348.1       151.34      1.20000E-06   94.590       0.0000    
  63.75542510       1.0000       0.0000       0.0000       2328.6       142.48      1.20000E-06   94.594       0.0000    
  64.49044195       1.0000       64.984       0.0000       2226.8       166.55      1.20000E-06   94.593       0.0000    
  65.03598772       1.0000       202.87       0.0000       2017.0       235.92      1.20000E-06   94.592       0.0000    
  65.64730512       1.0000       342.84       0.0000       1536.5       484.74      1.20000E-06   94.591       0.0000    
  66.17534654       1.0000       383.94       0.0000       980.40       841.03      1.20000E-06   94.590       0.0000    
  66.85295717       1.0000       384.60       0.0000       465.09       1208.1      1.20000E-06   94.588       0.0000    
  66.90716602       1.0000       384.60       0.0000       428.71       1225.2      1.20000E-06   94.588       0.0000    
  67.01558372       1.0000       384.60       0.0000       379.79       1255.2      1.20000E-06   94.589       0.0000    
  67.05895080       1.0000       384.60       0.0000       365.43       1256.9      1.20000E-06   94.591       0.0000    
  67.14568496       1.0000       384.60       0.0000       355.42       1260.4      1.20000E-06   94.591       0.0000    
  67.31915328       1.0000       384.60       0.0000       388.51       1236.6      1.20000E-06   94.591       0.0000    
  67.66608992       1.0000       384.60       0.0000       589.51       1095.3      1.20000E-06   94.591       0.0000    
  68.35996321       1.0000       341.87       0.0000       1374.2       566.78      1.20000E-06   94.590       0.0000    
  69.29925788       1.0000       109.68       0.0000       2022.8       284.96      1.20000E-06   94.588       0.0000    
  70.79925788       1.0000       0.0000       0.0000       2165.4       235.55      1.20000E-06   94.592       0.0000    
  72.00000000       1.0000       0.0000       0.0000       2303.7       157.46      1.20000E-06   94.591       0.0000    
  72.00000000       1.0000       0.0000       0.0000       2303.7       142.48      1.20000E-06   94.591       0.0000    
  72.29496586       1.0000       0.0000       0.0000       2419.0       142.48      1.20000E-06   94.579       0.0000    
  72.38614970       1.0000       0.0000       0.0000       2459.1       142.48      1.20000E-06   94.579       0.0000    
  72.38614970       1.0000       0.0000       0.0000       2459.1       142.48      1.20000E-06   94.579       0.0000    
  72.62212239       1.0000       0.0000       0.0000       2554.6       142.48      1.20000E-06   94.579       0.0000    
  72.85809507       1.0000       0.0000       0.0000       2641.5       142.48      1.20000E-06   94.579       0.0000    
  73.33004044       1.0000       0.0000       0.0000       2681.3       142.48      1.20000E-06   94.590       0.0000    
  74.27393118       1.0000       0.0000       0.0000       2609.8       142.48      1.20000E-06   94.593       0.0000    
  75.77393118       1.0000       0.0000       0.0000       2499.5       142.48      1.20000E-06   94.593       0.0000    
  77.27393118       1.0000       31.240       0.0000       2245.6       311.51      1.20000E-06   94.592       0.0000    
  78.16511146       1.0000       240.81       0.0000       1513.7       778.60      1.20000E-06   94.592       0.0000    
  79.12942601       1.0000       367.00       0.0000       1675.0       617.87      1.20000E-06   94.591       0.0000    
  80.04484791       1.0000       179.12       0.0000       2400.4       218.05      1.20000E-06   94.592       0.0000    
  81.09330812       1.0000       2.8496       0.0000       2840.2       143.54      1.20000E-06   94.586       0.0000    
  81.93124331       1.0000       0.0000       0.0000       2886.6       142.48      1.20000E-06   94.589       0.0000    
  82.79848239       1.0000       0.0000       0.0000       2914.3       142.48      1.20000E-06   94.590       0.0000    
  83.36658614       1.0000       21.806       0.0000       2723.7       255.58      1.20000E-06   94.591       0.0000    
  83.79947714       1.0000       66.708       0.0000       2316.6       488.46      1.20000E-06   94.592       0.0000    
  84.28911923       1.0000       136.24       0.0000       1753.9       775.14      1.20000E-06   94.592       0.0000    
  84.74000189       1.0000       177.61       0.0000       1591.3       798.88      1.20000E-06   94.592       0.0000    
  85.19912675       1.0000       181.64       0.0000       1927.4       574.41      1.20000E-06   94.590       0.0000    
  85.73227922       1.0000       133.67       0.0000       2528.6       309.11      1.20000E-06   94.584       0.0000    
  86.20296054       1.0000       66.415       0.0000       2923.5       191.69      1.20000E-06   94.584       0.0000    
  86.78617785       1.0000       11.606       0.0000       3189.7       151.08      1.20000E-06   94.585       0.0000    
  87.77868424       1.0000       0.0000       0.0000       3232.1       142.48      1.20000E-06   94.592       0.0000    
  88.51017849       1.0000       68.674       0.0000       3070.2       167.92      1.20000E-06   94.594       0.0000    
  89.05470158       1.0000       208.37       0.0000       2785.9       241.29      1.20000E-06   94.594       0.0000    
  89.66102415       1.0000       344.67       0.0000       2285.5       492.75      1.20000E-06   94.592       0.0000    
  90.19304647       1.0000       384.41       0.0000       1707.5       853.82      1.20000E-06   94.591       0.0000    
  90.87684786       1.0000       384.60       0.0000       1158.8       1215.6      1.20000E-06   94.591       0.0000    
  91.15036841       1.0000       384.60       0.0000       1061.7       1260.6      1.20000E-06   94.592       0.0000    
  91.69740953       1.0000       384.60       0.0000       1287.9       1076.1      1.20000E-06   94.592       0.0000    
  92.43375692       1.0000       330.21       0.0000       2058.4       519.55      1.20000E-06   94.593       0.0000    
  93.41073027       1.0000       83.461       0.0000       2531.7       284.96      1.20000E-06   94.592       0.0000    
  94.79426438       1.0000       0.0000       0.0000       2617.3       236.00      1.20000E-06   94.592       0.0000    
  96.00000000       1.0000       0.0000       0.0000       2607.9       157.46      1.20000E-06   94.594       0.0000    
  96.00000000       1.0000       0.0000       0.0000       2607.9       142.48      1.20000E-06   94.594       0.0000    
  96.30071317       1.0000       0.0000       0.0000       2631.5       142.48      1.20000E-06   94.591       0.0000    
  96.39334297       1.0000       0.0000       0.0000       2636.2       142.48      1.20000E-06   94.591       0.0000    
  96.39334297       1.0000       0.0000       0.0000       2636.2       142.48      1.20000E-06   94.591       0.0000    
  96.63391351       1.0000       0.0000       0.0000       2640.7       142.48      1.20000E-06   94.591       0.0000    
  96.87448405       1.0000       0.0000       0.0000       2643.7       142.48      1.20000E-06   94.591       0.0000    
  97.35562512       1.0000       0.0000       0.0000       2646.8       142.48      1.20000E-06   94.591       0.0000    
  98.31790726       1.0000       0.0000       0.0000       2632.1       142.48      1.20000E-06   94.592       0.0000    
  99.81790726       1.0000       0.0000       0.0000       2634.5       142.66      1.20000E-06   94.592       0.0000    
  101.3179073       1.0000       37.112       0.0000       2280.7       328.48      1.20000E-06   94.593       0.0000    
  102.2038766       1.0000       251.99       0.0000       1584.3       796.43      1.20000E-06   94.591       0.0000    
  103.1510418       1.0000       365.85       0.0000       1836.8       604.40      1.20000E-06   94.590       0.0000    
  104.0805698       1.0000       168.63       0.0000       2719.4       212.04      1.20000E-06   94.586       0.0000    
  105.1141506       1.0000       2.2929       0.0000       2824.3       143.33      1.20000E-06   94.595       0.0000    
  105.9578615       1.0000       0.0000       0.0000       2744.7       142.48      1.20000E-06   94.590       0.0000    
  106.8246366       1.0000       0.0000       0.0000       2440.6       144.19      1.20000E-06   94.594       0.0000    
  107.3828147       1.0000       0.0000       0.0000       1945.0       261.20      1.20000E-06   94.597       0.0000    
  107.8125590       1.0000       0.0000       0.0000       1427.4       497.61      1.20000E-06   94.599       0.0000    
  108.2957924       1.0000       0.0000       0.0000       1005.2       777.32      1.20000E-06   94.593       0.0000    
  108.7498404       1.0000     -1.49130E-03   0.0000       976.08       797.03      1.20000E-06   94.588       0.0000    
  109.2115549       1.0000       0.0000       0.0000       1337.4       567.13      1.20000E-06   94.584       0.0000    
  109.7381188       1.0000       0.0000       0.0000       1867.0       306.86      1.20000E-06   94.579       0.0000    
  110.2106347       1.0000       0.0000       0.0000       2209.8       191.01      1.20000E-06   94.584       0.0000    
  110.7936669       1.0000       0.0000       0.0000       2393.7       150.71      1.20000E-06   94.591       0.0000    
  111.7947915       1.0000       0.0000       0.0000       2755.5       142.48      1.20000E-06   94.589       0.0000    
  112.5213480       1.0000       70.762       0.0000       2812.9       168.69      1.20000E-06   94.590       0.0000    
  113.0644037       1.0000       211.22       0.0000       2640.8       244.07      1.20000E-06   94.590       0.0000    
  113.6676120       1.0000       345.55       0.0000       2229.4       496.59      1.20000E-06   94.587       0.0000    
  114.2012495       1.0000       384.60       0.0000       1698.8       859.63      1.20000E-06   94.589       0.0000    
  114.8867546       1.0000       384.60       0.0000       1160.4       1218.8      1.20000E-06   94.591       0.0000    
  115.1609566       1.0000       384.60       0.0000       1052.8       1261.0      1.20000E-06   94.593       0.0000    
  115.7093607       1.0000       384.60       0.0000       1231.7       1068.8      1.20000E-06   94.595       0.0000    
  116.4658640       1.0000       324.21       0.0000       1914.8       501.76      1.20000E-06   94.596       0.0000    
  117.5011294       1.0000       66.560       0.0000       2318.5       284.96      1.20000E-06   94.593       0.0000    
  118.9802372       1.0000       0.0000       0.0000       2596.2       215.87      1.20000E-06   94.588       0.0000    
  120.0000000       1.0000       0.0000       0.0000       2742.3       157.46      1.20000E-06   94.590       0.0000    
  120.0000000       1.0000       0.0000       0.0000       2742.3       142.48      1.20000E-06   94.590       0.0000    
  120.3063828       1.0000       0.0000       0.0000       2751.4       142.48      1.20000E-06   94.593       0.0000    
  120.4004367       1.0000       0.0000       0.0000       2743.4       142.48      1.20000E-06   94.593       0.0000    
  120.4004367       1.0000       0.0000       0.0000       2743.4       142.48      1.20000E-06   94.593       0.0000    
  120.6455429       1.0000       0.0000       0.0000       2715.2       142.48      1.20000E-06   94.593       0.0000    
  120.8906492       1.0000       0.0000       0.0000       2691.6       142.48      1.20000E-06   94.593       0.0000    
  121.3808616       1.0000       0.0000       0.0000       2745.9       142.48      1.20000E-06   94.587       0.0000    
  122.3612864       1.0000       0.0000       0.0000       2891.4       142.48      1.20000E-06   94.587       0.0000    
  123.8612864       1.0000       0.0000       0.0000       2957.9       143.09      1.20000E-06   94.591       0.0000    
  125.3612864       1.0000       42.905       0.0000       2804.4       345.22      1.20000E-06   94.589       0.0000    
  126.2494990       1.0000       262.96       0.0000       2029.4       807.27      1.20000E-06   94.594       0.0000    
  126.2494990       1.0000       262.96       0.0000       2029.4       807.27      1.20000E-06   94.594       0.0000    
  126.5532979       1.0000       327.79       0.0000       1942.6       843.01      1.20000E-06   94.584       0.0000    
  126.7323077       1.0000       354.19       0.0000       2013.4       811.59      1.20000E-06   94.582       0.0000    
  126.7323077       1.0000       354.19       0.0000       2013.4       811.59      1.20000E-06   94.582       0.0000    
  126.9753468       1.0000       372.60       0.0000       2201.8       710.50      1.20000E-06   94.584       0.0000    
  127.2183859       1.0000       360.78       0.0000       2457.5       563.14      1.20000E-06   94.590       0.0000    
  127.7044642       1.0000       274.02       0.0000       2925.2       319.85      1.20000E-06   94.591       0.0000    
  128.6353738       1.0000       43.351       0.0000       3404.6       158.54      1.20000E-06   94.591       0.0000    
  129.6233333       1.0000       0.0000       0.0000       3333.2       142.48      1.20000E-06   94.594       0.0000    
  129.6233333       1.0000       0.0000       0.0000       3333.2       142.48      1.20000E-06   94.594       0.0000    
  130.4010585       1.0000       0.0000       0.0000       3196.6       142.48      1.20000E-06   94.593       0.0000    
  131.1787837       1.0000       9.8334       0.0000       2914.6       193.48      1.20000E-06   94.594       0.0000    
  131.6666519       1.0000       26.557       0.0000       2361.6       405.66      1.20000E-06   94.600       0.0000    
  132.1009176       1.0000       58.031       0.0000       1728.8       688.20      1.20000E-06   94.599       0.0000    
  132.5460934       1.0000       65.096       0.0000       1374.0       821.46      1.20000E-06   94.595       0.0000    
  133.2211129       1.0000       105.72       0.0000       1665.4       561.55      1.20000E-06   94.593       0.0000    
  133.7816787       1.0000       124.69       0.0000       2160.6       290.05      1.20000E-06   94.589       0.0000    
  134.2947121       1.0000       55.388       0.0000       2487.9       183.52      1.20000E-06   94.590       0.0000    
  134.8988925       1.0000       6.7215       0.0000       2693.4       147.46      1.20000E-06   94.590       0.0000    
  136.0710498       1.0000       11.035       0.0000       2878.0       146.57      1.20000E-06   94.590       0.0000    
  136.7500427       1.0000       121.53       0.0000       2706.7       187.50      1.20000E-06   94.593       0.0000    
  137.2768441       1.0000       269.53       0.0000       2372.7       312.63      1.20000E-06   94.593       0.0000    
  137.8388729       1.0000       366.35       0.0000       1831.9       601.19      1.20000E-06   94.592       0.0000    
  138.4033956       1.0000       384.60       0.0000       1233.2       987.37      1.20000E-06   94.592       0.0000    
  139.2012077       1.0000       384.60       0.0000       825.80       1262.3      1.20000E-06   94.591       0.0000    
  139.4357290       1.0000       384.60       0.0000       872.72       1204.1      1.20000E-06   94.589       0.0000    
  139.9047715       1.0000       381.80       0.0000       1297.8       928.19      1.20000E-06   94.589       0.0000    
  140.5817525       1.0000       302.54       0.0000       1945.3       437.55      1.20000E-06   94.595       0.0000    
  141.6596278       1.0000       40.112       0.0000       2046.2       284.96      1.20000E-06   94.598       0.0000    
  142.7082154       1.0000       0.0000       0.0000       2051.0       243.66      1.20000E-06   94.594       0.0000    
  144.0000000       1.0000       0.0000       0.0000       2202.5       157.46      1.20000E-06   94.591       0.0000    
  144.0000000       1.0000       0.0000       0.0000       2202.5       142.48      1.20000E-06   94.591       0.0000    
  144.3104580       1.0000       0.0000       0.0000       2211.5       142.48      1.20000E-06   94.594       0.0000    
  144.4074206       1.0000       0.0000       0.0000       2203.7       142.48      1.20000E-06   94.594       0.0000    
  144.4074206       1.0000       0.0000       0.0000       2203.7       142.48      1.20000E-06   94.594       0.0000    
  144.6557870       1.0000       0.0000       0.0000       2175.4       142.48      1.20000E-06   94.594       0.0000    
  144.9041534       1.0000       0.0000       0.0000       2151.0       142.48      1.20000E-06   94.594       0.0000    
  145.4008863       1.0000       0.0000       0.0000       2147.7       142.48      1.20000E-06   94.591       0.0000    
  146.3943521       1.0000       0.0000       0.0000       2205.2       142.48      1.20000E-06   94.590       0.0000    
  147.8943521       1.0000       0.0000       0.0000       2373.7       143.41      1.20000E-06   94.588       0.0000    
  149.3943521       1.0000       47.321       0.0000       2011.9       357.98      1.20000E-06   94.592       0.0000    
  150.2785016       1.0000       269.93       0.0000       1297.9       814.15      1.20000E-06   94.592       0.0000    
  151.2071258       1.0000       362.28       0.0000       1534.7       569.72      1.20000E-06   94.593       0.0000    
  152.1691437       1.0000       142.61       0.0000       2352.2       197.14      1.20000E-06   94.589       0.0000    
  153.1873857       1.0000      0.16845       0.0000       2472.5       142.60      1.20000E-06   94.593       0.0000    
  154.0312886       1.0000       0.0000       0.0000       2377.4       142.48      1.20000E-06   94.592       0.0000    
  154.8986104       1.0000       1.3169       0.0000       2250.7       149.31      1.20000E-06   94.593       0.0000    
  155.4328577       1.0000       27.066       0.0000       2018.8       283.08      1.20000E-06   94.591       0.0000    
  155.8595235       1.0000       68.297       0.0000       1605.3       530.60      1.20000E-06   94.591       0.0000    
  156.3294476       1.0000       97.919       0.0000       1109.2       788.31      1.20000E-06   94.592       0.0000    
  156.8003350       1.0000       77.649       0.0000       1007.2       787.45      1.20000E-06   94.592       0.0000    
  157.2554911       1.0000       44.977       0.0000       1338.7       541.48      1.20000E-06   94.592       0.0000    
  157.7647331       1.0000     -5.37402E-04   0.0000       1684.6       296.59      1.20000E-06   94.592       0.0000    
  158.2446107       1.0000       0.0000       0.0000       1787.7       187.98      1.20000E-06   94.590       0.0000    
  158.8336934       1.0000       0.0000       0.0000       1843.3       149.40      1.20000E-06   94.586       0.0000    
  159.8925279       1.0000       1.2356       0.0000       2285.8       143.40      1.20000E-06   94.588       0.0000    
  160.5995166       1.0000       85.376       0.0000       2372.6       174.11      1.20000E-06   94.590       0.0000    
  161.1325132       1.0000       231.23       0.0000       2177.4       263.62      1.20000E-06   94.590       0.0000    
  161.7156581       1.0000       351.97       0.0000       1715.1       524.64      1.20000E-06   94.591       0.0000    
  162.2572068       1.0000       384.60       0.0000       1143.9       895.06      1.20000E-06   94.591       0.0000    
  162.9638713       1.0000       384.60       0.0000       618.85       1243.2      1.20000E-06   94.591       0.0000    
  163.2465371       1.0000       384.60       0.0000       572.93       1252.4      1.20000E-06   94.591       0.0000    
  163.8118686       1.0000       384.28       0.0000       928.75       1003.6      1.20000E-06   94.591       0.0000    
  164.5359426       1.0000       311.11       0.0000       1796.3       462.93      1.20000E-06   94.589       0.0000    
  165.5551065       1.0000       56.468       0.0000       2339.0       284.96      1.20000E-06   94.588       0.0000    
  166.8188223       1.0000       0.0000       0.0000       2460.9       233.44      1.20000E-06   94.591       0.0000    
  168.0000000       1.0000       0.0000       0.0000       2493.2       157.46      1.20000E-06   94.593       0.0000    
  168.0000000       1.0000       0.0000       0.0000       2493.2       142.48      1.20000E-06   94.593       0.0000    
  168.3174134       1.0000       0.0000       0.0000       2518.1       142.48      1.20000E-06   94.591       0.0000    
  168.4142998       1.0000       0.0000       0.0000       2521.7       142.48      1.20000E-06   94.591       0.0000    
  168.4142998       1.0000       0.0000       0.0000       2521.7       142.48      1.20000E-06   94.591       0.0000    
  168.6682305       1.0000       0.0000       0.0000       2523.4       142.48      1.20000E-06   94.591       0.0000    
  168.9221613       1.0000       0.0000       0.0000       2524.4       142.48      1.20000E-06   94.591       0.0000    
  169.4300227       1.0000       0.0000       0.0000       2537.2       142.48      1.20000E-06   94.591       0.0000    
  170.4457457       1.0000       0.0000       0.0000       2547.1       142.48      1.20000E-06   94.591       0.0000    
  171.9457457       1.0000       0.0000       0.0000       2609.2       143.92      1.20000E-06   94.590       0.0000    
  173.4457457       1.0000       56.628       0.0000       2481.6       382.34      1.20000E-06   94.587       0.0000    
  174.3358313       1.0000       283.71       0.0000       1744.6       827.77      1.20000E-06   94.593       0.0000    
  175.2591683       1.0000       355.33       0.0000       1939.7       539.34      1.20000E-06   94.595       0.0000    
  176.2546509       1.0000       120.40       0.0000       2671.8       187.09      1.20000E-06   94.591       0.0000    
  177.2799572       1.0000       0.0000       0.0000       2883.3       142.48      1.20000E-06   94.591       0.0000    
  178.1364512       1.0000       0.0000       0.0000       2868.6       142.48      1.20000E-06   94.592       0.0000    
  179.0155870       1.0000       3.2953       0.0000       2780.7       159.57      1.20000E-06   94.592       0.0000    
  179.5184642       1.0000       35.111       0.0000       2421.1       324.58      1.20000E-06   94.594       0.0000    
  179.9424911       1.0000       86.401       0.0000       1901.0       588.89      1.20000E-06   94.594       0.0000    
  180.3955128       1.0000       115.20       0.0000       1412.7       809.88      1.20000E-06   94.594       0.0000    
  180.9045001       1.0000       169.71       0.0000       1368.2       740.04      1.20000E-06   94.594       0.0000    
  181.3650174       1.0000       170.60       0.0000       1740.9       477.55      1.20000E-06   94.593       0.0000    
  181.8632604       1.0000       116.24       0.0000       2155.0       264.83      1.20000E-06   94.592       0.0000    
  182.3582612       1.0000       47.750       0.0000       2402.3       177.86      1.20000E-06   94.592       0.0000    
  182.9882928       1.0000       3.1399       0.0000       2548.5       144.81      1.20000E-06   94.591       0.0000    
