#      time         order        zone_3_ce1   zone_3_cei   zone_3_lea   zone_3_wa1   zone_3_wa2   zone_3_wal
  0.000000000       1.0000       30.830       31.877       0.0000       34.679       0.0000       34.728    
 0.1600000000       1.0000       30.900       31.949       0.0000       34.679       0.0000       34.723    
 0.3200000000       1.0000       30.995       32.046       0.0000       34.701       0.0000       34.741    
 0.3641584608       1.0000       31.024       32.075       0.0000       34.708       0.0000       34.747    
 0.3641584636       1.0000       31.024       32.075       0.0000       34.708       0.0000       34.747    
 0.6201584636       1.0000       31.267       32.317       0.0000       34.774       0.0000       34.808    
 0.8761584636       1.0000       31.675       32.715       0.0000       34.859       0.0000       34.890    
  1.388158464       1.0000       32.934       33.933       0.0000       35.026       0.0000       35.057    
  2.412158464       1.0000       35.946       36.847       0.0000       35.291       0.0000       35.328    
  3.912158464       1.0000       39.536       40.349       0.0000       35.624       0.0000       35.678    
  5.412158464       1.0000       41.920       42.742       0.0000       35.954       0.0000       36.033    
  6.297433212       1.0000       42.768       43.689       0.0000       36.123       0.0000       36.227    
  7.225855919       1.0000       43.039       44.094       0.0000       36.287       0.0000       36.417    
  8.161483220       1.0000       42.831       43.966       0.0000       36.446       0.0000       36.594    
  9.187946910       1.0000       42.079       43.311       0.0000       36.556       0.0000       36.759    
  10.03157721       1.0000       41.033       42.399       0.0000       36.593       0.0000       36.857    
  10.90060265       1.0000       39.461       41.021       0.0000       36.580       0.0000       36.898    
  11.43451445       1.0000       38.352       40.024       0.0000       36.568       0.0000       36.909    
  11.86106205       1.0000       37.404       39.153       0.0000       36.560       0.0000       36.911    
  12.33070534       1.0000       36.312       38.135       0.0000       36.552       0.0000       36.905    
  12.80216780       1.0000       35.196       37.085       0.0000       36.542       0.0000       36.887    
  13.25473096       1.0000       34.143       36.084       0.0000       36.529       0.0000       36.858    
  13.76434093       1.0000       33.023       34.998       0.0000       36.510       0.0000       36.812    
  14.24299272       1.0000       32.069       34.054       0.0000       36.486       0.0000       36.755    
  14.83166688       1.0000       31.124       33.084       0.0000       36.455       0.0000       36.680    
  15.88639879       1.0000       30.281       32.118       0.0000       36.405       0.0000       36.575    
  16.59321325       1.0000       30.039       31.775       0.0000       36.359       0.0000       36.513    
  17.12604816       1.0000       29.992       31.649       0.0000       36.314       0.0000       36.463    
  17.71025912       1.0000       30.022       31.602       0.0000       36.250       0.0000       36.400    
  18.24962479       1.0000       30.063       31.582       0.0000       36.176       0.0000       36.331    
  18.94977328       1.0000       30.037       31.487       0.0000       36.051       0.0000       36.214    
  19.78626644       1.0000       29.873       31.229       0.0000       35.888       0.0000       36.047    
  20.62726100       1.0000       29.702       30.956       0.0000       35.759       0.0000       35.906    
  21.50982991       1.0000       29.643       30.798       0.0000       35.665       0.0000       35.795    
  22.75822102       1.0000       29.808       30.855       0.0000       35.568       0.0000       35.672    
  24.00000000       1.0000       30.271       31.320       0.0000       35.492       0.0000       35.554    
  24.00000000       1.0000       30.271       31.320       0.0000       35.492       0.0000       35.554    
  24.28471348       1.0000       30.389       31.443       0.0000       35.475       0.0000       35.527    
  24.37149499       1.0000       30.428       31.485       0.0000       35.470       0.0000       35.519    
  24.37149500       1.0000       30.428       31.485       0.0000       35.470       0.0000       35.519    
  24.59926578       1.0000       30.538       31.605       0.0000       35.458       0.0000       35.498    
  24.82703657       1.0000       30.662       31.742       0.0000       35.446       0.0000       35.477    
  25.28257814       1.0000       30.940       32.057       0.0000       35.423       0.0000       35.435    
  26.19366128       1.0000       31.417       32.613       0.0000       35.369       0.0000       35.346    
  27.69366128       1.0000       32.290       33.624       0.0000       35.357       0.0000       35.272    
  29.19366128       1.0000       33.329       34.654       0.0000       35.403       0.0000       35.276    
  30.09283768       1.0000       33.930       35.170       0.0000       35.427       0.0000       35.285    
  31.08830303       1.0000       34.535       35.676       0.0000       35.470       0.0000       35.313    
  31.97757048       1.0000       34.980       36.082       0.0000       35.512       0.0000       35.336    
  33.04756084       1.0000       34.846       36.492       0.0000       35.283       0.0000       35.389    
  33.88941110       1.0000       33.739       36.788       0.0000       34.868       0.0000       35.484    
  34.76127594       1.0000       31.580       36.831       0.0000       34.454       0.0000       35.603    
  35.34732472       1.0000       29.995       36.630       0.0000       34.263       0.0000       35.673    
  35.78281607       1.0000       28.822       36.335       0.0000       34.167       0.0000       35.716    
  36.27930039       1.0000       27.473       35.843       0.0000       34.114       0.0000       35.757    
  36.72577459       1.0000       26.193       35.341       0.0000       34.113       0.0000       35.781    
  37.18620934       1.0000       24.761       34.840       0.0000       34.155       0.0000       35.774    
  37.72702919       1.0000       22.927       34.361       0.0000       34.249       0.0000       35.679    
  38.19777956       1.0000       21.349       34.035       0.0000       34.356       0.0000       35.533    
  38.78099773       1.0000       19.805       33.747       0.0000       34.511       0.0000       35.299    
  39.75042998       1.0000       19.337       33.301       0.0000       34.678       0.0000       35.007    
  40.48562907       1.0000       20.073       32.986       0.0000       34.751       0.0000       34.874    
  41.03121668       1.0000       21.085       32.814       0.0000       34.790       0.0000       34.815    
  41.64408862       1.0000       22.557       32.734       0.0000       34.815       0.0000       34.770    
  42.17085830       1.0000       23.919       32.742       0.0000       34.821       0.0000       34.736    
  42.84686747       1.0000       25.577       32.810       0.0000       34.803       0.0000       34.684    
  43.11727114       1.0000       26.213       32.841       0.0000       34.793       0.0000       34.663    
  43.65807848       1.0000       27.347       32.909       0.0000       34.773       0.0000       34.628    
  44.34432176       1.0000       28.634       33.076       0.0000       34.769       0.0000       34.612    
  45.08634580       1.0000       29.922       33.423       0.0000       34.785       0.0000       34.616    
  46.57039388       1.0000       31.294       33.756       0.0000       34.744       0.0000       34.544    
  47.82906358       1.0000       31.861       33.735       0.0000       34.738       0.0000       34.543    
  48.00000000       1.0000       31.928       33.727       0.0000       34.738       0.0000       34.544    
  48.00000000       1.0000       31.928       33.727       0.0000       34.738       0.0000       34.544    
  48.28918681       1.0000       32.022       33.702       0.0000       34.740       0.0000       34.549    
  48.37886363       1.0000       32.048       33.693       0.0000       34.741       0.0000       34.551    
  48.37886363       1.0000       32.048       33.693       0.0000       34.741       0.0000       34.551    
  48.61021308       1.0000       32.104       33.662       0.0000       34.745       0.0000       34.558    
  48.84156252       1.0000       32.149       33.626       0.0000       34.750       0.0000       34.567    
  49.30426141       1.0000       32.216       33.546       0.0000       34.764       0.0000       34.588    
  50.22965919       1.0000       32.361       33.438       0.0000       34.811       0.0000       34.649    
  51.72965919       1.0000       32.290       33.167       0.0000       34.827       0.0000       34.696    
  53.22965919       1.0000       31.560       32.493       0.0000       34.737       0.0000       34.589    
  54.11909138       1.0000       31.042       32.134       0.0000       34.688       0.0000       34.508    
  55.09445960       1.0000       30.543       31.923       0.0000       34.649       0.0000       34.414    
  55.98773669       1.0000       30.241       31.872       0.0000       34.639       0.0000       34.357    
  57.03659776       1.0000       29.872       31.722       0.0000       34.574       0.0000       34.269    
  57.87499262       1.0000       29.492       31.474       0.0000       34.494       0.0000       34.203    
  58.74268573       1.0000       29.130       31.184       0.0000       34.446       0.0000       34.187    
  59.33649617       1.0000       28.969       31.014       0.0000       34.442       0.0000       34.202    
  59.77375883       1.0000       28.914       30.917       0.0000       34.451       0.0000       34.224    
  60.27374094       1.0000       28.942       30.853       0.0000       34.476       0.0000       34.260    
  60.71901783       1.0000       29.042       30.844       0.0000       34.509       0.0000       34.303    
  61.18243655       1.0000       29.216       30.890       0.0000       34.551       0.0000       34.355    
  61.72533667       1.0000       29.479       31.005       0.0000       34.603       0.0000       34.416    
  62.19667389       1.0000       29.729       31.144       0.0000       34.649       0.0000       34.466    
  62.78081331       1.0000       30.059       31.373       0.0000       34.713       0.0000       34.528    
  63.75542510       1.0000       30.559       31.805       0.0000       34.802       0.0000       34.601    
  64.49044195       1.0000       30.894       32.142       0.0000       34.861       0.0000       34.646    
  65.03598772       1.0000       31.121       32.401       0.0000       34.906       0.0000       34.677    
  65.64730512       1.0000       31.358       32.702       0.0000       34.957       0.0000       34.712    
  66.17534654       1.0000       31.556       32.969       0.0000       35.005       0.0000       34.744    
  66.85295717       1.0000       31.830       33.339       0.0000       35.080       0.0000       34.798    
  66.90716602       1.0000       31.852       33.368       0.0000       35.086       0.0000       34.802    
  67.01558372       1.0000       31.897       33.429       0.0000       35.099       0.0000       34.811    
  67.05895080       1.0000       31.915       33.453       0.0000       35.104       0.0000       34.815    
  67.14568496       1.0000       31.952       33.502       0.0000       35.114       0.0000       34.823    
  67.31915328       1.0000       32.028       33.603       0.0000       35.135       0.0000       34.838    
  67.66608992       1.0000       32.190       33.811       0.0000       35.178       0.0000       34.871    
  68.35996321       1.0000       32.546       34.239       0.0000       35.269       0.0000       34.941    
  69.29925788       1.0000       33.196       34.964       0.0000       35.430       0.0000       35.074    
  70.79925788       1.0000       34.444       36.403       0.0000       35.708       0.0000       35.288    
  72.00000000       1.0000       35.418       37.588       0.0000       35.941       0.0000       35.461    
  72.00000000       1.0000       35.418       37.588       0.0000       35.941       0.0000       35.461    
  72.29496586       1.0000       35.652       37.875       0.0000       35.999       0.0000       35.505    
  72.38614970       1.0000       35.724       37.964       0.0000       36.019       0.0000       35.519    
  72.38614970       1.0000       35.724       37.964       0.0000       36.019       0.0000       35.519    
  72.62212239       1.0000       35.914       38.195       0.0000       36.072       0.0000       35.562    
  72.85809507       1.0000       36.115       38.429       0.0000       36.134       0.0000       35.616    
  73.33004044       1.0000       36.563       38.895       0.0000       36.271       0.0000       35.743    
  74.27393118       1.0000       37.468       39.729       0.0000       36.546       0.0000       36.007    
  75.77393118       1.0000       38.419       40.479       0.0000       36.913       0.0000       36.367    
  77.27393118       1.0000       38.938       40.874       0.0000       37.266       0.0000       36.707    
  78.16511146       1.0000       39.189       41.092       0.0000       37.472       0.0000       36.901    
  79.12942601       1.0000       39.499       41.377       0.0000       37.686       0.0000       37.100    
  80.04484791       1.0000       39.808       41.656       0.0000       37.870       0.0000       37.272    
  81.09330812       1.0000       40.258       42.007       0.0000       38.089       0.0000       37.519    
  81.93124331       1.0000       40.619       42.190       0.0000       38.260       0.0000       37.724    
  82.79848239       1.0000       40.909       42.253       0.0000       38.448       0.0000       37.951    
  83.36658614       1.0000       41.035       42.229       0.0000       38.573       0.0000       38.100    
  83.79947714       1.0000       41.074       42.160       0.0000       38.667       0.0000       38.211    
  84.28911923       1.0000       41.018       42.005       0.0000       38.770       0.0000       38.329    
  84.74000189       1.0000       40.879       41.798       0.0000       38.864       0.0000       38.434    
  85.19912675       1.0000       40.678       41.545       0.0000       38.965       0.0000       38.545    
  85.73227922       1.0000       40.462       41.277       0.0000       39.109       0.0000       38.695    
  86.20296054       1.0000       40.355       41.122       0.0000       39.258       0.0000       38.849    
  86.78617785       1.0000       40.444       41.145       0.0000       39.473       0.0000       39.067    
  87.77868424       1.0000       41.157       41.707       0.0000       39.829       0.0000       39.432    
  88.51017849       1.0000       41.833       42.258       0.0000       40.058       0.0000       39.671    
  89.05470158       1.0000       42.340       42.670       0.0000       40.206       0.0000       39.827    
  89.66102415       1.0000       42.844       43.075       0.0000       40.356       0.0000       39.986    
  90.19304647       1.0000       43.224       43.374       0.0000       40.482       0.0000       40.121    
  90.87684786       1.0000       43.600       43.687       0.0000       40.645       0.0000       40.296    
  91.15036841       1.0000       43.733       43.802       0.0000       40.711       0.0000       40.366    
  91.69740953       1.0000       43.933       43.990       0.0000       40.838       0.0000       40.502    
  92.43375692       1.0000       44.105       44.175       0.0000       41.002       0.0000       40.677    
  93.41073027       1.0000       44.201       44.307       0.0000       41.202       0.0000       40.891    
  94.79426438       1.0000       44.009       44.173       0.0000       41.438       0.0000       41.145    
  96.00000000       1.0000       43.523       43.728       0.0000       41.579       0.0000       41.300    
  96.00000000       1.0000       43.523       43.728       0.0000       41.579       0.0000       41.300    
  96.30071317       1.0000       43.386       43.602       0.0000       41.612       0.0000       41.336    
  96.39334297       1.0000       43.341       43.560       0.0000       41.622       0.0000       41.347    
  96.39334297       1.0000       43.341       43.560       0.0000       41.622       0.0000       41.347    
  96.63391351       1.0000       43.215       43.441       0.0000       41.647       0.0000       41.375    
  96.87448405       1.0000       43.079       43.312       0.0000       41.672       0.0000       41.403    
  97.35562512       1.0000       42.800       43.043       0.0000       41.724       0.0000       41.460    
  98.31790726       1.0000       42.310       42.569       0.0000       41.820       0.0000       41.566    
  99.81790726       1.0000       41.878       42.167       0.0000       41.946       0.0000       41.717    
  101.3179073       1.0000       41.426       41.778       0.0000       42.005       0.0000       41.785    
  102.2038766       1.0000       41.180       41.565       0.0000       42.036       0.0000       41.820    
  103.1510418       1.0000       41.071       41.466       0.0000       42.085       0.0000       41.873    
  104.0805698       1.0000       41.268       41.593       0.0000       42.177       0.0000       41.969    
  105.1141506       1.0000       41.423       41.724       0.0000       42.200       0.0000       42.013    
  105.9578615       1.0000       41.153       41.693       0.0000       42.132       0.0000       42.047    
  106.8246366       1.0000       39.909       41.466       0.0000       41.959       0.0000       42.090    
  107.3828147       1.0000       38.466       41.236       0.0000       41.811       0.0000       42.119    
  107.8125590       1.0000       36.978       40.980       0.0000       41.703       0.0000       42.138    
  108.2957924       1.0000       35.069       40.536       0.0000       41.625       0.0000       42.158    
  108.7498404       1.0000       33.256       39.989       0.0000       41.593       0.0000       42.170    
  109.2115549       1.0000       31.493       39.375       0.0000       41.602       0.0000       42.168    
  109.7381188       1.0000       29.689       38.781       0.0000       41.678       0.0000       42.137    
  110.2106347       1.0000       28.363       38.424       0.0000       41.787       0.0000       42.087    
  110.7936669       1.0000       27.370       38.289       0.0000       41.942       0.0000       41.982    
  111.7947915       1.0000       27.953       38.751       0.0000       42.166       0.0000       41.856    
  112.5213480       1.0000       29.446       39.339       0.0000       42.289       0.0000       41.836    
  113.0644037       1.0000       31.009       39.889       0.0000       42.358       0.0000       41.843    
  113.6676120       1.0000       33.059       40.615       0.0000       42.424       0.0000       41.873    
  114.2012495       1.0000       34.975       41.330       0.0000       42.482       0.0000       41.915    
  114.8867546       1.0000       37.365       42.297       0.0000       42.555       0.0000       41.983    
  115.1609566       1.0000       38.293       42.688       0.0000       42.584       0.0000       42.010    
  115.7093607       1.0000       39.921       43.422       0.0000       42.628       0.0000       42.059    
  116.4658640       1.0000       41.540       44.141       0.0000       42.653       0.0000       42.095    
  117.5011294       1.0000       42.606       44.422       0.0000       42.666       0.0000       42.125    
  118.9802372       1.0000       43.061       44.249       0.0000       42.794       0.0000       42.283    
  120.0000000       1.0000       43.321       44.232       0.0000       42.937       0.0000       42.444    
  120.0000000       1.0000       43.321       44.231       0.0000       42.937       0.0000       42.444    
  120.3063828       1.0000       43.401       44.237       0.0000       42.982       0.0000       42.495    
  120.4004367       1.0000       43.427       44.242       0.0000       42.996       0.0000       42.511    
  120.4004367       1.0000       43.427       44.242       0.0000       42.996       0.0000       42.511    
  120.6455429       1.0000       43.498       44.263       0.0000       43.031       0.0000       42.550    
  120.8906492       1.0000       43.575       44.298       0.0000       43.063       0.0000       42.587    
  121.3808616       1.0000       43.759       44.396       0.0000       43.129       0.0000       42.660    
  122.3612864       1.0000       44.390       44.823       0.0000       43.305       0.0000       42.851    
  123.8612864       1.0000       45.734       45.849       0.0000       43.615       0.0000       43.178    
  125.3612864       1.0000       47.298       47.150       0.0000       43.997       0.0000       43.573    
  126.2494990       1.0000       48.088       47.911       0.0000       44.197       0.0000       43.794    
  126.2494990       1.0000       48.088       47.911       0.0000       44.197       0.0000       43.794    
  126.5532979       1.0000       48.344       48.169       0.0000       44.265       0.0000       43.869    
  126.7323077       1.0000       48.484       48.319       0.0000       44.307       0.0000       43.916    
  126.7323077       1.0000       48.484       48.319       0.0000       44.307       0.0000       43.916    
  126.9753468       1.0000       48.666       48.521       0.0000       44.367       0.0000       43.983    
  127.2183859       1.0000       48.842       48.723       0.0000       44.432       0.0000       44.055    
  127.7044642       1.0000       49.203       49.121       0.0000       44.570       0.0000       44.209    
  128.6353738       1.0000       49.820       49.731       0.0000       44.836       0.0000       44.503    
  129.6233333       1.0000       49.986       49.888       0.0000       45.053       0.0000       44.755    
  129.6233333       1.0000       49.986       49.888       0.0000       45.053       0.0000       44.755    
  130.4010585       1.0000       49.796       49.716       0.0000       45.187       0.0000       44.922    
  131.1787837       1.0000       48.775       48.980       0.0000       45.258       0.0000       45.048    
  131.6666519       1.0000       47.795       48.315       0.0000       45.276       0.0000       45.103    
  132.1009176       1.0000       46.653       47.549       0.0000       45.278       0.0000       45.131    
  132.5460934       1.0000       45.245       46.593       0.0000       45.277       0.0000       45.145    
  133.2211129       1.0000       42.873       44.905       0.0000       45.282       0.0000       45.135    
  133.7816787       1.0000       40.953       43.470       0.0000       45.303       0.0000       45.116    
  134.2947121       1.0000       39.377       42.238       0.0000       45.334       0.0000       45.096    
  134.8988925       1.0000       37.958       41.034       0.0000       45.377       0.0000       45.074    
  136.0710498       1.0000       37.099       39.908       0.0000       45.432       0.0000       45.059    
  136.7500427       1.0000       37.104       39.592       0.0000       45.427       0.0000       45.038    
  137.2768441       1.0000       37.306       39.486       0.0000       45.397       0.0000       45.006    
  137.8388729       1.0000       37.617       39.448       0.0000       45.340       0.0000       44.953    
  138.4033956       1.0000       37.984       39.474       0.0000       45.280       0.0000       44.902    
  139.2012077       1.0000       38.632       39.698       0.0000       45.206       0.0000       44.847    
  139.4357290       1.0000       38.834       39.782       0.0000       45.185       0.0000       44.832    
  139.9047715       1.0000       39.283       40.019       0.0000       45.149       0.0000       44.807    
  140.5817525       1.0000       39.891       40.373       0.0000       45.070       0.0000       44.747    
  141.6596278       1.0000       40.006       40.280       0.0000       44.809       0.0000       44.515    
  142.7082154       1.0000       39.317       39.545       0.0000       44.527       0.0000       44.248    
  144.0000000       1.0000       38.125       38.269       0.0000       44.218       0.0000       43.964    
  144.0000000       1.0000       38.125       38.269       0.0000       44.218       0.0000       43.964    
  144.3104580       1.0000       37.829       37.952       0.0000       44.145       0.0000       43.897    
  144.4074206       1.0000       37.734       37.852       0.0000       44.122       0.0000       43.876    
  144.4074206       1.0000       37.734       37.852       0.0000       44.122       0.0000       43.876    
  144.6557870       1.0000       37.488       37.594       0.0000       44.063       0.0000       43.823    
  144.9041534       1.0000       37.235       37.336       0.0000       44.002       0.0000       43.767    
  145.4008863       1.0000       36.731       36.836       0.0000       43.877       0.0000       43.653    
  146.3943521       1.0000       35.944       36.083       0.0000       43.652       0.0000       43.448    
  147.8943521       1.0000       35.877       35.917       0.0000       43.423       0.0000       43.255    
  149.3943521       1.0000       36.012       36.040       0.0000       43.166       0.0000       43.026    
  150.2785016       1.0000       36.025       36.078       0.0000       43.009       0.0000       42.884    
  151.2071258       1.0000       35.901       35.998       0.0000       42.839       0.0000       42.722    
  152.1691437       1.0000       35.731       35.897       0.0000       42.702       0.0000       42.585    
  153.1873857       1.0000       35.333       35.695       0.0000       42.490       0.0000       42.430    
  154.0312886       1.0000       34.708       35.375       0.0000       42.273       0.0000       42.294    
  154.8986104       1.0000       33.682       34.810       0.0000       42.030       0.0000       42.145    
  155.4328577       1.0000       32.928       34.372       0.0000       41.889       0.0000       42.056    
  155.8595235       1.0000       32.269       33.974       0.0000       41.788       0.0000       41.988    
  156.3294476       1.0000       31.489       33.495       0.0000       41.691       0.0000       41.917    
  156.8003350       1.0000       30.669       32.993       0.0000       41.605       0.0000       41.842    
  157.2554911       1.0000       29.858       32.507       0.0000       41.530       0.0000       41.759    
  157.7647331       1.0000       28.885       32.005       0.0000       41.458       0.0000       41.632    
  158.2446107       1.0000       27.853       31.638       0.0000       41.413       0.0000       41.460    
  158.8336934       1.0000       26.486       31.465       0.0000       41.417       0.0000       41.155    
  159.8925279       1.0000       25.459       31.910       0.0000       41.489       0.0000       40.650    
  160.5995166       1.0000       25.677       32.398       0.0000       41.511       0.0000       40.455    
  161.1325132       1.0000       26.304       32.831       0.0000       41.503       0.0000       40.358    
  161.7156581       1.0000       27.403       33.386       0.0000       41.477       0.0000       40.289    
  162.2572068       1.0000       28.646       33.973       0.0000       41.444       0.0000       40.243    
  162.9638713       1.0000       30.376       34.802       0.0000       41.389       0.0000       40.196    
  163.2465371       1.0000       31.072       35.140       0.0000       41.366       0.0000       40.180    
  163.8118686       1.0000       32.400       35.822       0.0000       41.325       0.0000       40.157    
  164.5359426       1.0000       33.956       36.691       0.0000       41.295       0.0000       40.157    
  165.5551065       1.0000       35.910       37.943       0.0000       41.322       0.0000       40.228    
  166.8188223       1.0000       37.858       39.324       0.0000       41.397       0.0000       40.358    
  168.0000000       1.0000       38.873       40.124       0.0000       41.459       0.0000       40.454    
  168.0000000       1.0000       38.873       40.124       0.0000       41.459       0.0000       40.454    
  168.3174134       1.0000       39.100       40.310       0.0000       41.475       0.0000       40.479    
  168.4142998       1.0000       39.159       40.359       0.0000       41.481       0.0000       40.487    
  168.4142998       1.0000       39.159       40.359       0.0000       41.481       0.0000       40.487    
  168.6682305       1.0000       39.284       40.467       0.0000       41.495       0.0000       40.509    
  168.9221613       1.0000       39.369       40.541       0.0000       41.512       0.0000       40.533    
  169.4300227       1.0000       39.463       40.616       0.0000       41.556       0.0000       40.592    
  170.4457457       1.0000       39.615       40.755       0.0000       41.670       0.0000       40.729    
  171.9457457       1.0000       40.054       41.103       0.0000       41.857       0.0000       40.960    
  173.4457457       1.0000       40.920       41.814       0.0000       42.146       0.0000       41.300    
  174.3358313       1.0000       41.435       42.228       0.0000       42.299       0.0000       41.491    
  175.2591683       1.0000       41.706       42.416       0.0000       42.396       0.0000       41.633    
  176.2546509       1.0000       41.724       42.353       0.0000       42.486       0.0000       41.772    
  177.2799572       1.0000       41.556       42.057       0.0000       42.575       0.0000       41.910    
  178.1364512       1.0000       41.296       41.683       0.0000       42.641       0.0000       42.021    
  179.0155870       1.0000       40.723       41.120       0.0000       42.684       0.0000       42.118    
  179.5184642       1.0000       40.249       40.735       0.0000       42.697       0.0000       42.166    
  179.9424911       1.0000       39.730       40.365       0.0000       42.705       0.0000       42.202    
  180.3955128       1.0000       39.032       39.921       0.0000       42.713       0.0000       42.235    
  180.9045001       1.0000       38.119       39.367       0.0000       42.723       0.0000       42.260    
  181.3650174       1.0000       37.249       38.829       0.0000       42.732       0.0000       42.272    
  181.8632604       1.0000       36.329       38.216       0.0000       42.738       0.0000       42.269    
  182.3582612       1.0000       35.494       37.604       0.0000       42.742       0.0000       42.256    
  182.9882928       1.0000       34.660       36.892       0.0000       42.745       0.0000       42.231    
  183.8702753       1.0000       34.191       36.298       0.0000       42.767       0.0000       42.229    
  184.5655585       1.0000       34.276       36.144       0.0000       42.788       0.0000       42.249    
  185.1034248       1.0000       34.571       36.204       0.0000       42.799       0.0000       42.268    
  185.6911162       1.0000       35.048       36.402       0.0000       42.787       0.0000       42.269    
  186.2294349       1.0000       35.528       36.630       0.0000       42.758       0.0000       42.255    
  186.9230231       1.0000       36.142       36.955       0.0000       42.725       0.0000       42.242    
  187.1810738       1.0000       36.366       37.079       0.0000       42.713       0.0000       42.238    
  187.6971752       1.0000       36.770       37.309       0.0000       42.689       0.0000       42.229    
  188.4304013       1.0000       37.205       37.553       0.0000       42.658       0.0000       42.220    
  189.3835126       1.0000       37.558       37.726       0.0000       42.632       0.0000       42.220    
  190.7455390       1.0000       37.672       37.681       0.0000       42.583       0.0000       42.207    
  192.0000000       1.0000       37.515       37.440       0.0000       42.524       0.0000       42.178    
  192.0000000       1.0000       37.515       37.440       0.0000       42.524       0.0000       42.178    
  192.3228645       1.0000       37.461       37.368       0.0000       42.508       0.0000       42.169    
  192.4210567       1.0000       37.442       37.343       0.0000       42.502       0.0000       42.166    
  192.4210567       1.0000       37.442       37.343       0.0000       42.502       0.0000       42.166    
  192.6793483       1.0000       37.385       37.274       0.0000       42.487       0.0000       42.157    
  192.9376399       1.0000       37.315       37.192       0.0000       42.470       0.0000       42.146    
  193.4542231       1.0000       37.023       36.895       0.0000       42.374       0.0000       42.060    
  194.2497065       1.0000       35.697       35.684       0.0000       42.042       0.0000       41.728    
  194.5497065       1.0000       35.061       35.109       0.0000       41.900       0.0000       41.584    
  195.1497065       1.0000       33.353       33.567       0.0000       41.596       0.0000       41.274    
  196.3497065       1.0000       29.490       30.018       0.0000       40.984       0.0000       40.642    
  197.8497065       1.0000       25.354       26.132       0.0000       40.196       0.0000       39.829    
  198.7551393       1.0000       23.212       24.100       0.0000       39.693       0.0000       39.311    
  199.6719807       1.0000       21.457       22.450       0.0000       39.176       0.0000       38.772    
  200.5898394       1.0000       20.063       21.169       0.0000       38.643       0.0000       38.217    
  201.4872913       1.0000       18.853       20.119       0.0000       38.062       0.0000       37.663    
  202.4394508       1.0000       17.511       19.067       0.0000       37.392       0.0000       37.082    
  203.3200465       1.0000       16.197       18.083       0.0000       36.782       0.0000       36.564    
  203.7959433       1.0000       15.476       17.546       0.0000       36.464       0.0000       36.290    
  204.3474167       1.0000       14.654       16.929       0.0000       36.120       0.0000       35.983    
  204.4391208       1.0000       14.518       16.827       0.0000       36.063       0.0000       35.932    
  204.4758025       1.0000       14.463       16.786       0.0000       36.041       0.0000       35.912    
  204.5491658       1.0000       14.355       16.704       0.0000       35.996       0.0000       35.871    
  204.5785111       1.0000       14.312       16.672       0.0000       35.979       0.0000       35.855    
  204.6372017       1.0000       14.226       16.607       0.0000       35.944       0.0000       35.823    
  204.6606780       1.0000       14.191       16.581       0.0000       35.930       0.0000       35.810    
  204.7076305       1.0000       14.123       16.529       0.0000       35.902       0.0000       35.785    
  204.8015355       1.0000       13.987       16.426       0.0000       35.847       0.0000       35.734    
  204.9893456       1.0000       13.721       16.225       0.0000       35.740       0.0000       35.633    
  205.3649657       1.0000       13.218       15.854       0.0000       35.536       0.0000       35.428    
  205.7774475       1.0000       12.712       15.492       0.0000       35.320       0.0000       35.200    
  206.2663128       1.0000       12.183       15.147       0.0000       35.075       0.0000       34.915    
  206.8402078       1.0000       11.692       14.875       0.0000       34.803       0.0000       34.565    
  207.9624431       1.0000       11.491       14.813       0.0000       34.302       0.0000       33.895    
  208.6575325       1.0000       11.660       14.922       0.0000       33.995       0.0000       33.517    
  209.1857210       1.0000       11.928       15.074       0.0000       33.762       0.0000       33.244    
  209.7582988       1.0000       12.332       15.303       0.0000       33.514       0.0000       32.965    
  210.3036313       1.0000       12.775       15.560       0.0000       33.281       0.0000       32.708    
  211.0259287       1.0000       13.353       15.909       0.0000       32.973       0.0000       32.375    
  211.6864086       1.0000       13.862       16.230       0.0000       32.711       0.0000       32.093    
  211.8652561       1.0000       13.998       16.317       0.0000       32.642       0.0000       32.019    
  212.2229510       1.0000       14.267       16.494       0.0000       32.510       0.0000       31.878    
  212.8442462       1.0000       14.704       16.785       0.0000       32.292       0.0000       31.650    
  213.4353087       1.0000       15.085       17.037       0.0000       32.095       0.0000       31.444    
  214.3834366       1.0000       15.602       17.397       0.0000       31.794       0.0000       31.131    
  215.7592785       1.0000       16.130       17.800       0.0000       31.386       0.0000       30.704    
  216.0000000       1.0000       16.216       17.866       0.0000       31.315       0.0000       30.630    
  216.0000000       1.0000       16.216       17.866       0.0000       31.315       0.0000       30.630    
  216.3353963       1.0000       16.326       17.953       0.0000       31.220       0.0000       30.529    
  216.4277076       1.0000       16.354       17.976       0.0000       31.194       0.0000       30.503    
  216.4277076       1.0000       16.354       17.976       0.0000       31.194       0.0000       30.503    
  216.6960247       1.0000       16.434       18.040       0.0000       31.123       0.0000       30.429    
  216.9643417       1.0000       16.513       18.102       0.0000       31.058       0.0000       30.362    
  217.5009758       1.0000       16.671       18.217       0.0000       30.934       0.0000       30.236    
  218.5742439       1.0000       16.855       18.318       0.0000       30.679       0.0000       29.980    
  220.0742439       1.0000       16.932       18.295       0.0000       30.344       0.0000       29.646    
  221.5742439       1.0000       16.899       18.180       0.0000       30.021       0.0000       29.326    
  221.7502571       1.0000       16.894       18.166       0.0000       29.983       0.0000       29.289    
