#      time         order        q_cool       q_equip      q_heat       q_light      q_loss       q_occ        qintw        ql_a         qventil      qwcb         qwind     
  15.88639879       1.0000       0.0000       71.667       851.26       1.1538       0.0000      0.32375      -68.877     -1.54449E-07  -521.38      -275.11      -65.357    
  16.59321325       1.0000       0.0000       86.836       802.18       42.099       0.0000       11.814      -80.437     -1.53843E-07  -519.25      -279.73      -69.475    
  17.12604816       1.0000       0.0000       130.88       682.18       114.67       0.0000       34.348      -96.790     -1.52621E-07  -515.00      -286.86      -69.022    
  17.71025912       1.0000       0.0000       260.74       447.39       175.62       0.0000       65.007      -94.469     -1.50768E-07  -508.70      -283.59      -68.211    
  18.24962479       1.0000       0.0000       445.13       165.03       192.30       0.0000       90.888      -67.736     -1.47416E-07  -497.14      -268.98      -66.587    
  18.94977328       1.0000       0.0000       619.36       0.0000       192.30       0.0000       106.77      -88.601     -1.41609E-07  -476.97      -282.79      -63.673    
  19.78626644       1.0000       0.0000       510.81       0.0000       192.30       0.0000       107.97      -47.340     -1.37603E-07  -463.16      -258.56      -62.025    
  20.62726100       1.0000       0.0000       208.33       411.58       146.29       0.0000       114.34      -73.263     -1.44466E-07  -486.95      -270.96      -65.258    
  21.50982991       1.0000       0.0000       142.48       608.90       32.467       0.0000       130.33      -78.240     -1.49481E-07  -504.34      -271.17      -67.235    
  22.75822102       1.0000       0.0000       119.60       671.23       0.0000       0.0000       134.90      -83.098     -1.51235E-07  -510.37      -271.91      -67.932    
  24.00000000       1.0000       0.0000       78.732       706.01       0.0000       0.0000       134.90      -87.687     -1.47470E-07  -497.09      -273.49      -69.207    
  24.00000000       1.0000       0.0000       71.240       706.01       0.0000       0.0000       134.90      -86.812     -1.47470E-07  -497.09      -272.95      -69.203    
  24.28471348       1.0000       0.0000       71.240       718.81       0.0000       0.0000       134.90      -89.840     -1.47777E-07  -498.14      -274.51      -69.636    
  24.37149499       1.0000       0.0000       71.240       720.53       0.0000       0.0000       134.90      -90.577     -1.47879E-07  -498.49      -274.85      -69.759    
  24.37149500       1.0000       0.0000       71.240       720.53       0.0000       0.0000       134.90      -90.577     -1.47879E-07  -498.49      -274.85      -69.759    
  24.59926578       1.0000       0.0000       71.240       721.84       0.0000       0.0000       134.90      -91.221     -1.48135E-07  -499.38      -275.03      -70.058    
  24.82703657       1.0000       0.0000       71.240       723.18       0.0000       0.0000       134.90      -91.549     -1.48382E-07  -500.24      -275.12      -70.335    
  25.28257814       1.0000       0.0000       71.240       726.60       0.0000       0.0000       134.90      -92.651     -1.48882E-07  -501.95      -275.71      -70.251    
  26.19366128       1.0000       0.0000       71.240       731.72       0.0000       0.0000       134.90      -94.862     -1.49676E-07  -504.66      -276.76      -69.214    
  27.69366128       1.0000       0.0000       71.240       752.75       0.0000       0.0000       134.90      -99.048     -1.52707E-07  -515.13      -279.40      -72.694    
  29.19366128       1.0000       0.0000       140.58       702.63       10.429       0.0000       131.98      -99.298     -1.59257E-07  -538.14      -280.92      -74.518    
  30.09283768       1.0000       0.0000       371.78       386.81       109.79       0.0000       103.22      -90.135     -1.58640E-07  -535.98      -277.58      -73.333    
  31.08830303       1.0000       0.0000       321.75       423.66       184.60       0.0000       64.307      -104.57     -1.59234E-07  -538.10      -285.79      -74.868    
  31.97757048       1.0000       0.0000       116.01       745.36       99.445       0.0000       28.400      -106.24     -1.57143E-07  -530.79      -286.50      -74.317    
  33.04756084       1.0000       0.0000       71.994       869.86       2.0357       0.0000      0.57120      -106.59     -1.55096E-07  -523.62      -288.30      -31.367    
  33.88941110       1.0000       0.0000       71.240       849.53       0.0000       0.0000       0.0000      -133.64     -1.56101E-07  -527.02      -303.36       37.762    
  34.76127594       1.0000       0.0000       71.240       817.92       0.0000       0.0000       0.0000      -117.20     -1.49601E-07  -504.42      -284.29       10.160    
  35.34732472       1.0000       0.0000       124.45       740.14       0.0000       0.0000       11.517      -100.24     -1.46816E-07  -494.73      -269.75      -17.371    
  35.78281607       1.0000       0.0000       239.04       582.01      5.65724E-08   0.0000       36.322      -88.069     -1.45987E-07  -491.82      -262.66      -19.073    
  36.27930039       1.0000       0.0000       385.97       366.72      9.08566E-10   0.0000       71.333      -67.623     -1.46163E-07  -492.40      -252.17      -18.322    
  36.72577459       1.0000       0.0000       400.78       322.31       0.0000       0.0000       82.917      -61.045     -1.46971E-07  -495.20      -249.21      -11.726    
  37.18620934       1.0000       0.0000       291.17       453.80       0.0000       0.0000       70.309      -74.340     -1.46569E-07  -493.81      -256.71      -1.9198    
  37.72702919       1.0000       0.0000       155.57       631.49       0.0000       0.0000       42.043      -103.68     -1.44204E-07  -485.58      -271.25       24.110    
  38.19777956       1.0000       0.0000       96.163       726.65       0.0000       0.0000       18.834      -120.31     -1.44372E-07  -486.14      -276.61       36.136    
  38.78099773       1.0000       0.0000       75.668       785.42       0.0000       0.0000       3.3537      -128.03     -1.48219E-07  -499.51      -273.67       31.137    
  39.75042998       1.0000       0.0000       71.240       813.19       0.0000       0.0000       0.0000      -100.77     -1.45613E-07  -490.44      -250.87      -48.484    
  40.48562907       1.0000       0.0000       83.110       810.93       32.042       0.0000       8.9914      -108.89     -1.50565E-07  -507.81      -256.19      -68.806    
  41.03121668       1.0000       0.0000       117.28       752.58       100.74       0.0000       29.370      -132.92     -1.57254E-07  -531.29      -270.09      -71.869    
  41.64408862       1.0000       0.0000       241.43       530.74       171.21       0.0000       61.534      -136.72     -1.56737E-07  -529.40      -272.09      -71.729    
  42.17085830       1.0000       0.0000       418.89       264.67       191.91       0.0000       87.902      -113.14     -1.55320E-07  -524.40      -260.70      -71.037    
  42.84686747       1.0000       0.0000       603.07       0.0000       192.30       0.0000       105.49      -80.681     -1.50987E-07  -509.31      -248.26      -68.999    
  43.11727114       1.0000       0.0000       629.63       0.0000       192.30       0.0000       107.69      -92.431     -1.50746E-07  -508.45      -257.67      -68.817    
  43.65807848       1.0000       0.0000       550.13       27.388       192.30       0.0000       107.92      -67.563     -1.52438E-07  -514.49      -246.70      -69.520    
  44.34432176       1.0000       0.0000       288.96       385.80       171.98       0.0000       110.74      -106.80     -1.54087E-07  -520.28      -269.39      -72.126    
  45.08634580       1.0000       0.0000       146.98       626.63       83.466       0.0000       123.17      -117.98     -1.54166E-07  -520.47      -274.60      -73.511    
  46.57039388       1.0000       0.0000       127.67       658.55       0.0000       0.0000       134.90      -100.68     -1.46390E-07  -493.33      -266.35      -67.553    
  47.82906358       1.0000       0.0000       79.336       755.60       0.0000       0.0000       134.90      -116.41     -1.53577E-07  -518.29      -273.85      -69.166    
  48.00000000       1.0000       0.0000       78.732       766.37       0.0000       0.0000       134.90      -119.04     -1.55070E-07  -523.50      -275.06      -69.558    
  48.00000000       1.0000       0.0000       71.240       766.37       0.0000       0.0000       134.90      -118.17     -1.55070E-07  -523.50      -274.52      -69.554    
  48.28918681       1.0000       0.0000       71.240       778.61       0.0000       0.0000       134.90      -121.85     -1.55087E-07  -523.59      -275.99      -69.550    
  48.37886363       1.0000       0.0000       71.240       778.95       0.0000       0.0000       134.90      -122.31     -1.55097E-07  -523.63      -276.03      -69.546    
  48.37886363       1.0000       0.0000       71.240       778.95       0.0000       0.0000       134.90      -122.31     -1.55097E-07  -523.63      -276.03      -69.546    
  48.61021308       1.0000       0.0000       71.240       776.86       0.0000       0.0000       134.90      -122.03     -1.55102E-07  -523.65      -275.37      -69.530    
  48.84156252       1.0000       0.0000       71.240       775.71       0.0000       0.0000       134.90      -121.69     -1.55098E-07  -523.64      -274.80      -69.513    
  49.30426141       1.0000       0.0000       71.240       778.16       0.0000       0.0000       134.90      -122.08     -1.55739E-07  -525.95      -274.51      -69.694    
  50.22965919       1.0000       0.0000       71.240       793.69       0.0000       0.0000       134.90      -125.04     -1.58722E-07  -536.46      -275.54      -70.819    
  51.72965919       1.0000       0.0000       71.240       752.71       0.0000       0.0000       134.91      -117.44     -1.51115E-07  -509.76      -271.33      -67.950    
  53.22965919       1.0000       0.0000       147.21       573.71       12.664       0.0000       131.36      -93.709     -1.35933E-07  -457.12      -259.44      -62.420    
  54.11909138       1.0000       0.0000       378.14       250.55       113.64       0.0000       101.99      -81.971     -1.33861E-07  -449.19      -254.25      -63.778    
  55.09445960       1.0000       0.0000       319.83       304.07       184.44       0.0000       64.087      -98.901     -1.35477E-07  -455.00      -262.34      -65.057    
  55.98773669       1.0000       0.0000       114.56       682.72       97.951       0.0000       27.923      -112.47     -1.43979E-07  -484.60      -267.34      -67.423    
  57.03659776       1.0000       0.0000       72.048       805.16       2.1821       0.0000      0.61228      -101.52     -1.38917E-07  -466.86      -260.07      -55.765    
  57.87499262       1.0000       0.0000       71.240       810.86       0.0000       0.0000       0.0000      -110.31     -1.39892E-07  -470.17      -263.72      -42.909    
  58.74268573       1.0000       0.0000       71.240       858.89       0.0000       0.0000       0.0000      -121.98     -1.49613E-07  -504.18      -267.01      -43.365    
  59.33649617       1.0000       0.0000       122.58       809.92       19.797       0.0000       11.111      -127.25     -1.54841E-07  -522.51      -267.72      -50.887    
  59.77375883       1.0000       0.0000       236.21       645.95       63.617       0.0000       35.711      -131.17     -1.57361E-07  -531.31      -268.74      -52.894    
  60.27374094       1.0000       0.0000       385.06       402.10       134.39       0.0000       71.064      -130.95     -1.61001E-07  -544.16      -267.86      -55.163    
  60.71901783       1.0000       0.0000       401.41       342.12       176.21       0.0000       82.894      -132.56     -1.64660E-07  -557.18      -268.28      -56.217    
  61.18243655       1.0000       0.0000       292.33       480.38       182.09       0.0000       70.478      -144.22     -1.66669E-07  -564.36      -274.05      -55.090    
  61.72533667       1.0000       0.0000       155.90       704.57       134.50       0.0000       42.130      -151.92     -1.66028E-07  -562.10      -277.16      -54.034    
  62.19667389       1.0000       0.0000       96.256       849.38       67.259       0.0000       18.883      -146.60     -1.66220E-07  -562.72      -273.83      -53.969    
  62.78081331       1.0000       0.0000       75.672       938.11       11.964       0.0000       3.3571      -138.09     -1.67588E-07  -567.42      -270.14      -58.122    
  63.75542510       1.0000       0.0000       71.240       926.18       0.0000       0.0000       0.0000      -126.28     -1.60774E-07  -543.44      -266.25      -66.752    
  64.49044195       1.0000       0.0000       83.277       874.86       32.492       0.0000       9.1186      -129.15     -1.58406E-07  -535.15      -269.46      -72.021    
  65.03598772       1.0000       0.0000       117.96       777.17       101.44       0.0000       29.622      -145.10     -1.58494E-07  -535.47      -278.42      -72.733    
  65.64730512       1.0000       0.0000       242.37       558.56       171.42       0.0000       61.702      -148.19     -1.59274E-07  -538.06      -279.55      -73.193    
  66.17534654       1.0000       0.0000       420.52       307.48       191.97       0.0000       88.102      -127.61     -1.60688E-07  -542.92      -269.02      -73.769    
  66.85295717       1.0000       0.0000       604.03       74.818       192.30       0.0000       105.54      -96.904     -1.64317E-07  -555.59      -256.35      -75.269    
  66.90716602       1.0000       0.0000       612.61       58.427       192.30       0.0000       106.15      -93.391     -1.64592E-07  -556.56      -254.77      -75.384    
  67.01558372       1.0000       0.0000       627.62       36.433       192.30       0.0000       107.24      -88.437     -1.65048E-07  -558.16      -252.90      -75.583    
  67.05895080       1.0000       0.0000       628.47       30.013       192.30       0.0000       107.40      -86.070     -1.65020E-07  -558.08      -251.94      -75.569    
  67.14568496       1.0000       0.0000       630.19       25.669       192.30       0.0000       107.72      -83.678     -1.64972E-07  -557.92      -251.42      -75.549    
  67.31915328       1.0000       0.0000       618.30       40.798       192.30       0.0000       107.92      -83.778     -1.64904E-07  -557.69      -253.07      -75.532    
  67.66608992       1.0000       0.0000       547.67       131.03       192.30       0.0000       107.91      -94.028     -1.64819E-07  -557.39      -260.99      -75.551    
  68.35996321       1.0000       0.0000       283.39       480.23       170.94       0.0000       110.89      -132.73     -1.66267E-07  -562.46      -281.95      -76.371    
  69.29925788       1.0000       0.0000       142.48       764.41       54.841       0.0000       127.19      -142.72     -1.72705E-07  -585.22      -285.73      -80.082    
  70.79925788       1.0000       0.0000       117.78       826.91       0.0000       0.0000       134.90      -137.05     -1.71671E-07  -581.52      -285.23      -80.820    
  72.00000000       1.0000       0.0000       78.732       886.41       0.0000       0.0000       134.90      -143.96     -1.73625E-07  -588.35      -291.50      -82.000    
  72.00000000       1.0000       0.0000       71.240       886.41       0.0000       0.0000       134.90      -143.08     -1.73625E-07  -588.35      -290.96      -81.997    
  72.29496586       1.0000       0.0000       71.240       934.30       0.0000       0.0000       134.89      -150.48     -1.81512E-07  -616.51      -295.91      -84.735    
  72.38614970       1.0000       0.0000       71.240       950.50       0.0000       0.0000       134.89      -153.91     -1.83972E-07  -625.33      -297.94      -85.590    
  72.38614970       1.0000       0.0000       71.240       950.50       0.0000       0.0000       134.89      -153.91     -1.83972E-07  -625.33      -297.94      -85.590    
  72.62212239       1.0000       0.0000       71.240       988.73       0.0000       0.0000       134.89      -162.22     -1.90352E-07  -648.26      -302.61      -87.601    
  72.85809507       1.0000       0.0000       71.240       1024.0       0.0000       0.0000       134.89      -169.57     -1.96729E-07  -671.27      -306.46      -89.160    
  73.33004044       1.0000       0.0000       71.240       1039.7       0.0000       0.0000       134.90      -174.21     -1.98836E-07  -678.97      -308.42      -89.381    
  74.27393118       1.0000       0.0000       71.240       1009.5       0.0000       0.0000       134.91      -166.40     -1.94059E-07  -661.76      -305.80      -87.889    
  75.77393118       1.0000       0.0000       71.240       965.16       0.0000       0.0000       134.91      -154.08     -1.86729E-07  -635.42      -303.80      -84.631    
  77.27393118       1.0000       0.0000       155.75       851.10       15.620       0.0000       130.53      -141.13     -1.85715E-07  -631.81      -301.75      -84.864    
  78.16511146       1.0000       0.0000       389.30       522.73       120.40       0.0000       99.836      -129.04     -1.83510E-07  -623.87      -298.66      -85.176    
  79.12942601       1.0000       0.0000       308.94       593.60       183.50       0.0000       62.842      -141.75     -1.83018E-07  -622.09      -307.97      -85.706    
  80.04484791       1.0000       0.0000       109.02       920.34       89.562       0.0000       25.417      -140.95     -1.81485E-07  -616.60      -309.09      -85.059    
  81.09330812       1.0000       0.0000       71.768       1117.2       1.4248       0.0000      0.39977      -143.60     -1.92417E-07  -655.68      -312.54      -83.115    
  81.93124331       1.0000       0.0000       71.240       1146.7       0.0000       0.0000       0.0000      -155.31     -1.97027E-07  -672.28      -319.73      -74.529    
  82.79848239       1.0000       0.0000       71.240       1163.7       0.0000       0.0000       0.0000      -160.23     -2.00856E-07  -686.15      -322.39      -71.132    
  83.36658614       1.0000       0.0000       127.79       1075.6       21.806       0.0000       12.239      -162.36     -2.01023E-07  -686.75      -323.36      -68.255    
  83.79947714       1.0000       0.0000       244.23       885.31       66.708       0.0000       37.448      -162.97     -2.00232E-07  -683.85      -323.57      -64.617    
  84.28911923       1.0000       0.0000       387.57       618.92       136.24       0.0000       71.816      -158.46     -1.98914E-07  -679.08      -321.28      -59.983    
  84.74000189       1.0000       0.0000       399.44       534.06       177.61       0.0000       82.975      -152.90     -1.97272E-07  -673.18      -318.73      -59.573    
  85.19912675       1.0000       0.0000       287.21       675.80       181.64       0.0000       69.727      -159.33     -1.99192E-07  -680.15      -322.63      -64.235    
  85.73227922       1.0000       0.0000       154.56       945.49       133.67       0.0000       41.763      -172.59     -2.07161E-07  -709.04      -329.15      -72.266    
  86.20296054       1.0000       0.0000       95.844       1131.8       66.415       0.0000       18.632      -174.51     -2.13900E-07  -733.60      -329.26      -79.185    
  86.78617785       1.0000       0.0000       75.540       1258.3       11.606       0.0000       3.2564      -174.16     -2.21556E-07  -761.64      -329.32      -86.948    
  87.77868424       1.0000       0.0000       71.240       1275.0       0.0000       0.0000       0.0000      -169.79     -2.20221E-07  -756.77      -330.12      -93.553    
  88.51017849       1.0000       0.0000       83.961       1202.1       34.337       0.0000       9.6364      -170.04     -2.14671E-07  -736.46      -333.14      -94.616    
  89.05470158       1.0000       0.0000       120.64       1075.3       104.19       0.0000       30.604      -180.10     -2.10502E-07  -721.22      -340.27      -93.072    
  89.66102415       1.0000       0.0000       246.37       849.63       172.34       0.0000       62.423      -179.43     -2.10570E-07  -721.45      -341.12      -93.069    
  90.19304647       1.0000       0.0000       426.91       590.19       192.21       0.0000       88.899      -156.64     -2.10835E-07  -722.41      -330.73      -93.064    
  90.87684786       1.0000       0.0000       607.81       345.05       192.30       0.0000       105.81      -122.44     -2.11510E-07  -724.88      -317.68      -93.190    
  91.15036841       1.0000       0.0000       630.28       302.30       192.30       0.0000       107.75      -111.73     -2.11216E-07  -723.84      -314.58      -93.049    
  91.69740953       1.0000       0.0000       538.06       404.90       192.30       0.0000       107.91      -118.87     -2.09859E-07  -718.95      -322.74      -92.558    
  92.43375692       1.0000       0.0000       259.78       749.67       165.11       0.0000       111.71      -151.78     -2.07185E-07  -709.27      -341.62      -92.180    
  93.41073027       1.0000       0.0000       142.48       963.38       41.730       0.0000       129.03      -148.52     -2.05301E-07  -702.42      -339.30      -91.393    
  94.79426438       1.0000       0.0000       118.00       1005.4       0.0000       0.0000       134.90      -144.37     -2.02591E-07  -692.61      -337.96      -89.290    
  96.00000000       1.0000       0.0000       78.732       1006.5       0.0000       0.0000       134.90      -142.01     -1.94137E-07  -662.11      -336.96      -85.789    
  96.00000000       1.0000       0.0000       71.240       1006.5       0.0000       0.0000       134.90      -141.14     -1.94137E-07  -662.11      -336.42      -85.786    
  96.30071317       1.0000       0.0000       71.240       1017.2       0.0000       0.0000       134.90      -143.10     -1.94447E-07  -663.20      -337.66      -85.920    
  96.39334297       1.0000       0.0000       71.240       1019.1       0.0000       0.0000       134.90      -143.81     -1.94553E-07  -663.58      -338.02      -85.963    
  96.39334297       1.0000       0.0000       71.240       1019.1       0.0000       0.0000       134.90      -143.81     -1.94553E-07  -663.58      -338.02      -85.963    
  96.63391351       1.0000       0.0000       71.240       1020.7       0.0000       0.0000       134.90      -144.53     -1.94821E-07  -664.54      -338.26      -86.069    
  96.87448405       1.0000       0.0000       71.240       1021.7       0.0000       0.0000       134.90      -144.81     -1.95081E-07  -665.48      -338.21      -86.172    
  97.35562512       1.0000       0.0000       71.240       1022.6       0.0000       0.0000       134.90      -145.28     -1.95219E-07  -665.98      -338.02      -86.233    
  98.31790726       1.0000       0.0000       71.240       1015.6       0.0000       0.0000       134.90      -144.31     -1.93849E-07  -661.03      -337.00      -86.143    
  99.81790726       1.0000       0.0000       71.329       1015.1       0.0000       0.0000       134.90      -144.31     -1.93547E-07  -659.95      -337.13      -86.841    
  101.3179073       1.0000       0.0000       164.24       861.44       18.556       0.0000       129.70      -129.22     -1.86964E-07  -636.28      -330.43      -84.262    
  102.2038766       1.0000       0.0000       398.22       548.82       126.00       0.0000       98.032      -122.61     -1.88050E-07  -640.12      -328.09      -84.898    
  103.1510418       1.0000       0.0000       302.20       658.09       182.92       0.0000       62.071      -140.75     -1.90639E-07  -649.45      -337.41      -86.844    
  104.0805698       1.0000       0.0000       106.02       1047.5       84.315       0.0000       23.878      -151.82     -2.00377E-07  -684.55      -342.34      -90.818    
  105.1141506       1.0000       0.0000       71.665       1110.8       1.1464       0.0000      0.32169      -134.28     -1.88111E-07  -640.45      -333.80      -78.997    
  105.9578615       1.0000       0.0000       71.240       1119.5       0.0000       0.0000       0.0000      -149.95     -1.91782E-07  -653.61      -342.48      -50.231    
  106.8246366       1.0000       0.0000       72.093       1067.6       0.0000       0.0000      0.18467      -152.18     -1.84854E-07  -628.82      -340.83      -23.627    
  107.3828147       1.0000       0.0000       130.60       929.88       0.0000       0.0000       12.848      -141.16     -1.75133E-07  -594.20      -331.26      -10.861    
  107.8125590       1.0000       0.0000       248.80       719.51       0.0000       0.0000       38.473      -115.38     -1.65940E-07  -561.66      -314.57      -18.180    
  108.2957924       1.0000       0.0000       388.66       501.69       0.0000       0.0000       72.137      -86.841     -1.64414E-07  -556.26      -299.21      -27.579    
  108.7498404       1.0000       0.0000       398.51       479.89     -1.49130E-03   0.0000       83.005      -81.457     -1.68136E-07  -569.45      -296.59      -26.566    
  109.2115549       1.0000       0.0000       283.57       658.67       0.0000       0.0000       69.078      -102.35     -1.74674E-07  -592.61      -307.04      -22.149    
  109.7381188       1.0000       0.0000       153.43       912.51       0.0000       0.0000       41.458      -143.22     -1.86050E-07  -633.06      -325.76      -12.878    
  110.2106347       1.0000       0.0000       95.503       1049.5       0.0000       0.0000       18.375      -166.24     -1.92054E-07  -654.57      -333.25      -12.761    
  110.7936669       1.0000       0.0000       75.354       1096.2       0.0000       0.0000       3.1164      -171.75     -1.92796E-07  -657.23      -330.31      -18.853    
  111.7947915       1.0000       0.0000       71.240       1156.9       0.0000       0.0000       0.0000      -160.93     -1.99053E-07  -679.75      -320.74      -72.235    
  112.5213480       1.0000       0.0000       84.347       1143.3       35.381       0.0000       9.9290      -167.42     -2.02339E-07  -691.64      -326.01      -92.916    
  113.0644037       1.0000       0.0000       122.04       1054.8       105.61       0.0000       31.112      -185.99     -2.04522E-07  -699.54      -338.17      -94.090    
  113.6676120       1.0000       0.0000       248.30       861.38       172.78       0.0000       62.767      -191.46     -2.09824E-07  -718.75      -343.03      -96.351    
  114.2012495       1.0000       0.0000       429.81       618.92       192.30       0.0000       89.252      -171.76     -2.12987E-07  -730.26      -335.28      -97.519    
  114.8867546       1.0000       0.0000       609.38       376.91       192.30       0.0000       105.92      -137.46     -2.13679E-07  -732.80      -323.88      -97.445    
  115.1609566       1.0000       0.0000       630.49       329.59       192.30       0.0000       107.79      -125.70     -2.12144E-07  -727.25      -320.88      -96.686    
  115.7093607       1.0000       0.0000       534.40       413.18       192.30       0.0000       107.91      -128.18     -2.06641E-07  -707.29      -328.11      -94.229    
  116.4658640       1.0000       0.0000       250.88       724.41       162.11       0.0000       112.13      -152.81     -1.96623E-07  -671.07      -344.41      -89.815    
  117.5011294       1.0000       0.0000       142.48       909.80       33.280       0.0000       130.22      -142.53     -1.91357E-07  -652.06      -339.77      -86.598    
  118.9802372       1.0000       0.0000       107.94       1025.6       0.0000       0.0000       134.90      -153.98     -2.00479E-07  -684.85      -345.57      -89.927    
  120.0000000       1.0000       0.0000       78.732       1083.1       0.0000       0.0000       134.90      -162.81     -2.03869E-07  -697.09      -349.83      -93.026    
  120.0000000       1.0000       0.0000       71.240       1083.1       0.0000       0.0000       134.90      -161.94     -2.03869E-07  -697.09      -349.29      -93.023    
  120.3063828       1.0000       0.0000       71.240       1086.8       0.0000       0.0000       134.90      -164.21     -2.01919E-07  -690.03      -350.33      -92.370    
  120.4004367       1.0000       0.0000       71.240       1083.4       0.0000       0.0000       134.91      -163.85     -2.01322E-07  -687.86      -350.06      -92.171    
  120.4004367       1.0000       0.0000       71.240       1083.4       0.0000       0.0000       134.91      -163.85     -2.01322E-07  -687.86      -350.06      -92.171    
  120.6455429       1.0000       0.0000       71.240       1071.4       0.0000       0.0000       134.91      -161.18     -1.99741E-07  -682.12      -348.57      -91.653    
  120.8906492       1.0000       0.0000       71.240       1061.4       0.0000       0.0000       134.91      -158.64     -1.98150E-07  -676.35      -347.45      -91.133    
  121.3808616       1.0000       0.0000       71.240       1082.0       0.0000       0.0000       134.90      -160.75     -2.02342E-07  -691.46      -349.51      -93.249    
  122.3612864       1.0000       0.0000       71.240       1137.7       0.0000       0.0000       134.90      -170.77     -2.11537E-07  -724.88      -356.31      -97.604    
  123.8612864       1.0000       0.0000       71.543       1162.1       0.0000       0.0000       134.90      -173.96     -2.15487E-07  -739.36      -361.36      -99.398    
  125.3612864       1.0000       0.0000       172.61       1085.6       21.453       0.0000       128.89      -171.83     -2.24793E-07  -773.48      -365.39      -103.20    
  126.2494990       1.0000       0.0000       403.63       741.52       131.48       0.0000       96.068      -158.70     -2.19493E-07  -754.04      -362.24      -100.87    
  126.2494990       1.0000       0.0000       403.63       741.52       131.48       0.0000       96.068      -158.70     -2.19493E-07  -754.04      -362.24      -100.87    
  126.5532979       1.0000       0.0000       421.50       701.11       163.90       0.0000       83.531      -152.36     -2.23581E-07  -769.00      -360.70      -102.51    
  126.7323077       1.0000       0.0000       405.79       730.45       177.10       0.0000       76.974      -156.75     -2.26000E-07  -777.89      -364.25      -103.57    
  126.7323077       1.0000       0.0000       405.79       730.45       177.10       0.0000       76.974      -156.75     -2.26000E-07  -777.89      -364.25      -103.57    
  126.9753468       1.0000       0.0000       355.25       811.44       186.30       0.0000       68.314      -166.24     -2.29301E-07  -790.11      -370.69      -104.95    
