#      time         order        qbridges     qcdwalls2z   qdaylite     qequip2zon   qhc2zone     qlcwinds2z   qlite        qloss        qocc2zone    qterm2zone
  0.000000000       1.0000       0.0000      -309.08       0.0000       71.240       669.67      -93.836       0.0000       0.0000       181.26      -331.18    
 0.1600000000       1.0000       0.0000      -352.32       0.0000       71.240       916.76      -93.896       0.0000       0.0000       181.26      -335.07    
 0.3200000000       1.0000       0.0000      -422.34       0.0000       71.240       1023.8      -94.100       0.0000       0.0000       181.26      -336.85    
 0.3641584608       1.0000       0.0000      -437.05       0.0000       71.240       1041.0      -94.147       0.0000       0.0000       181.26      -337.34    
 0.3641584636       1.0000       0.0000      -437.05       0.0000       71.240       1041.0      -94.147       0.0000       0.0000       181.26      -337.34    
 0.6201584636       1.0000       0.0000      -437.39       0.0000       71.240       1016.7      -94.198       0.0000       0.0000       181.26      -338.26    
 0.8761584636       1.0000       0.0000      -424.42       0.0000       71.240       998.17      -94.183       0.0000       0.0000       181.26      -338.13    
  1.388158464       1.0000       0.0000      -417.14       0.0000       71.240       986.47      -93.418       0.0000       0.0000       181.26      -335.47    
  2.412158464       1.0000       0.0000      -410.07       0.0000       71.240       961.10      -91.418       0.0000       0.0000       181.26      -322.94    
  3.912158464       1.0000       0.0000      -411.64       0.0000       71.795       958.52      -90.881       0.0000       0.0000       181.26      -331.83    
  5.412158464       1.0000       0.0000      -395.54     -3.72981E-02   183.03       801.44      -89.797       25.174       0.0000       171.76      -314.97    
  6.297433212       1.0000       0.0000      -378.18     -0.20333       409.33       453.19      -86.463       137.24       0.0000       126.27      -287.08    
  7.225855919       1.0000       0.0000      -399.87     -0.26653       279.39       581.15      -83.973       179.89       0.0000       79.825      -267.96    
  8.161483220       1.0000       0.0000      -391.05     -0.10731       99.215       886.05      -81.738       72.429       0.0000       27.405      -241.53    
  9.187946910       1.0000       0.0000      -379.35       10.109       71.300       962.21      -76.453      0.16096       0.0000      6.06861E-02  -214.31    
  10.03157721       1.0000       0.0000      -383.55       20.845       71.240       932.35      -70.376       0.0000       0.0000       0.0000      -190.55    
  10.90060265       1.0000       0.0000      -367.17       24.414       74.724       860.77      -64.698       1.3435       0.0000       1.0130      -132.76    
  11.43451445       1.0000       0.0000      -362.88       23.547       141.94       741.62      -63.826       27.264       0.0000       20.558      -92.457    
  11.86106205       1.0000       0.0000      -362.13       24.361       265.84       538.10      -63.052       75.741       0.0000       56.805      -59.265    
  12.33070534       1.0000       0.0000      -353.62       25.526       394.36       290.10      -61.565       141.24       0.0000       99.182      -38.256    
  12.80216780       1.0000       0.0000      -347.35       25.475       393.31       217.94      -60.175       181.67       0.0000       111.71      -23.329    
  13.25473096       1.0000       0.0000      -354.35       24.284       270.96       361.86      -59.957       177.96       0.0000       89.792      -13.667    
  13.76434093       1.0000       0.0000      -362.87       22.444       148.37       574.34      -60.537       129.81       0.0000       53.870      -7.7063    
  14.24299272       1.0000       0.0000      -352.84       20.276       94.062       716.07      -61.311       61.604       0.0000       23.226      -11.067    
  14.83166688       1.0000       0.0000      -340.16       15.177       74.728       799.21      -63.054       9.4147       0.0000       3.5496      -25.413    
  15.88639879       1.0000       0.0000      -343.99       3.4129       71.667       851.26      -68.770       1.1538       0.0000      0.43501      -69.628    
