#      time         order        qbridges     qcdwalls2z   qdaylite     qequip2zon   qhc2zone     qlcwinds2z   qlite        qloss        qocc2zone    qterm2zone
  0.000000000       1.0000       0.0000     -0.20908       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.75895E-08
 0.1600000000       1.0000       0.0000     -0.21815       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.75760E-08
 0.3200000000       1.0000       0.0000     -0.23696       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.75611E-08
 0.3641584608       1.0000       0.0000     -0.24274       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.75569E-08
 0.3641584636       1.0000       0.0000     -0.24274       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.75569E-08
 0.6201584636       1.0000       0.0000     -0.28821       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.75292E-08
 0.8761584636       1.0000       0.0000     -0.34493       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.74945E-08
  1.388158464       1.0000       0.0000     -0.45404       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.70222E-08
  2.412158464       1.0000       0.0000     -0.57472       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.49205E-08
  3.912158464       1.0000       0.0000     -0.64383       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.59345E-08
  5.412158464       1.0000       0.0000     -0.63227       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.29690E-08
  6.297433212       1.0000       0.0000     -0.58817       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -4.84541E-08
  7.225855919       1.0000       0.0000     -0.52025       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -4.54612E-08
  8.161483220       1.0000       0.0000     -0.44910       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -4.12702E-08
  9.187946910       1.0000       0.0000     -0.36590       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -3.68672E-08
  10.03157721       1.0000       0.0000     -0.28276       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -3.30725E-08
  10.90060265       1.0000       0.0000     -0.18083       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -2.40120E-08
  11.43451445       1.0000       0.0000     -0.12132       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -1.76162E-08
  11.86106205       1.0000       0.0000     -7.85207E-02   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -1.23055E-08
  12.33070534       1.0000       0.0000     -3.72537E-02   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -8.97295E-09
  12.80216780       1.0000       0.0000     -1.92621E-03   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -6.71546E-09
  13.25473096       1.0000       0.0000      2.44383E-02   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -5.31604E-09
  13.76434093       1.0000       0.0000      2.98951E-02   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -4.40426E-09
  14.24299272       1.0000       0.0000      2.08983E-02   0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -4.90834E-09
