#      time         order        q_doors      q_floor      q_roof       q_tb         q_walls      q_win     
  0.000000000       1.0000       0.0000       0.0000      -62.707       0.0000      -69.407       0.0000    
 0.1600000000       1.0000       0.0000       0.0000      -62.848       0.0000      -69.403       0.0000    
 0.3200000000       1.0000       0.0000       0.0000      -63.041       0.0000      -69.441       0.0000    
 0.3641584608       1.0000       0.0000       0.0000      -63.099       0.0000      -69.455       0.0000    
 0.3641584636       1.0000       0.0000       0.0000      -63.099       0.0000      -69.455       0.0000    
 0.6201584636       1.0000       0.0000       0.0000      -63.584       0.0000      -69.582       0.0000    
 0.8761584636       1.0000       0.0000       0.0000      -64.390       0.0000      -69.749       0.0000    
  1.388158464       1.0000       0.0000       0.0000      -66.867       0.0000      -70.083       0.0000    
  2.412158464       1.0000       0.0000       0.0000      -72.793       0.0000      -70.618       0.0000    
  3.912158464       1.0000       0.0000       0.0000      -79.885       0.0000      -71.302       0.0000    
  5.412158464       1.0000       0.0000       0.0000      -84.662       0.0000      -71.987       0.0000    
  6.297433212       1.0000       0.0000       0.0000      -86.457       0.0000      -72.350       0.0000    
  7.225855919       1.0000       0.0000       0.0000      -87.134       0.0000      -72.704       0.0000    
  8.161483220       1.0000       0.0000       0.0000      -86.797       0.0000      -73.040       0.0000    
  9.187946910       1.0000       0.0000       0.0000      -85.390       0.0000      -73.315       0.0000    
  10.03157721       1.0000       0.0000       0.0000      -83.433       0.0000      -73.450       0.0000    
  10.90060265       1.0000       0.0000       0.0000      -80.481       0.0000      -73.479       0.0000    
  11.43451445       1.0000       0.0000       0.0000      -78.376       0.0000      -73.477       0.0000    
  11.86106205       1.0000       0.0000       0.0000      -76.557       0.0000      -73.471       0.0000    
  12.33070534       1.0000       0.0000       0.0000      -74.446       0.0000      -73.457       0.0000    
  12.80216780       1.0000       0.0000       0.0000      -72.282       0.0000      -73.429       0.0000    
  13.25473096       1.0000       0.0000       0.0000      -70.227       0.0000      -73.388       0.0000    
  13.76434093       1.0000       0.0000       0.0000      -68.020       0.0000      -73.321       0.0000    
  14.24299272       1.0000       0.0000       0.0000      -66.123       0.0000      -73.241       0.0000    
  14.83166688       1.0000       0.0000       0.0000      -64.208       0.0000      -73.135       0.0000    
  15.88639879       1.0000       0.0000       0.0000      -62.399       0.0000      -72.979       0.0000    
  16.59321325       1.0000       0.0000       0.0000      -61.814       0.0000      -72.872       0.0000    
  17.12604816       1.0000       0.0000       0.0000      -61.641       0.0000      -72.777       0.0000    
  17.71025912       1.0000       0.0000       0.0000      -61.625       0.0000      -72.650       0.0000    
  18.24962479       1.0000       0.0000       0.0000      -61.644       0.0000      -72.507       0.0000    
  18.94977328       1.0000       0.0000       0.0000      -61.525       0.0000      -72.264       0.0000    
  19.78626644       1.0000       0.0000       0.0000      -61.102       0.0000      -71.934       0.0000    
  20.62726100       1.0000       0.0000       0.0000      -60.657       0.0000      -71.665       0.0000    
  21.50982991       1.0000       0.0000       0.0000      -60.440       0.0000      -71.461       0.0000    
  22.75822102       1.0000       0.0000       0.0000      -60.663       0.0000      -71.240       0.0000    
  24.00000000       1.0000       0.0000       0.0000      -61.591       0.0000      -71.046       0.0000    
  24.00000000       1.0000       0.0000       0.0000      -61.591       0.0000      -71.046       0.0000    
  24.28471348       1.0000       0.0000       0.0000      -61.832       0.0000      -71.002       0.0000    
  24.37149499       1.0000       0.0000       0.0000      -61.913       0.0000      -70.989       0.0000    
  24.37149500       1.0000       0.0000       0.0000      -61.913       0.0000      -70.989       0.0000    
  24.59926578       1.0000       0.0000       0.0000      -62.143       0.0000      -70.956       0.0000    
  24.82703657       1.0000       0.0000       0.0000      -62.404       0.0000      -70.924       0.0000    
  25.28257814       1.0000       0.0000       0.0000      -62.997       0.0000      -70.858       0.0000    
  26.19366128       1.0000       0.0000       0.0000      -64.029       0.0000      -70.715       0.0000    
  27.69366128       1.0000       0.0000       0.0000      -65.914       0.0000      -70.629       0.0000    
  29.19366128       1.0000       0.0000       0.0000      -67.984       0.0000      -70.679       0.0000    
  30.09283768       1.0000       0.0000       0.0000      -69.099       0.0000      -70.711       0.0000    
  31.08830303       1.0000       0.0000       0.0000      -70.212       0.0000      -70.783       0.0000    
  31.97757048       1.0000       0.0000       0.0000      -71.062       0.0000      -70.848       0.0000    
  33.04756084       1.0000       0.0000       0.0000      -71.338       0.0000      -70.672       0.0000    
  33.88941110       1.0000       0.0000       0.0000      -70.527       0.0000      -70.353       0.0000    
  34.76127594       1.0000       0.0000       0.0000      -68.411       0.0000      -70.057       0.0000    
  35.34732472       1.0000       0.0000       0.0000      -66.625       0.0000      -69.937       0.0000    
  35.78281607       1.0000       0.0000       0.0000      -65.157       0.0000      -69.882       0.0000    
  36.27930039       1.0000       0.0000       0.0000      -63.316       0.0000      -69.871       0.0000    
  36.72577459       1.0000       0.0000       0.0000      -61.534       0.0000      -69.894       0.0000    
  37.18620934       1.0000       0.0000       0.0000      -59.601       0.0000      -69.929       0.0000    
  37.72702919       1.0000       0.0000       0.0000      -57.288       0.0000      -69.928       0.0000    
  38.19777956       1.0000       0.0000       0.0000      -55.384       0.0000      -69.889       0.0000    
  38.78099773       1.0000       0.0000       0.0000      -53.552       0.0000      -69.810       0.0000    
  39.75042998       1.0000       0.0000       0.0000      -52.638       0.0000      -69.685       0.0000    
  40.48562907       1.0000       0.0000       0.0000      -53.059       0.0000      -69.624       0.0000    
  41.03121668       1.0000       0.0000       0.0000      -53.899       0.0000      -69.605       0.0000    
  41.64408862       1.0000       0.0000       0.0000      -55.291       0.0000      -69.585       0.0000    
  42.17085830       1.0000       0.0000       0.0000      -56.662       0.0000      -69.557       0.0000    
  42.84686747       1.0000       0.0000       0.0000      -58.387       0.0000      -69.487       0.0000    
  43.11727114       1.0000       0.0000       0.0000      -59.055       0.0000      -69.455       0.0000    
  43.65807848       1.0000       0.0000       0.0000      -60.256       0.0000      -69.401       0.0000    
  44.34432176       1.0000       0.0000       0.0000      -61.709       0.0000      -69.381       0.0000    
  45.08634580       1.0000       0.0000       0.0000      -63.346       0.0000      -69.401       0.0000    
  46.57039388       1.0000       0.0000       0.0000      -65.049       0.0000      -69.288       0.0000    
  47.82906358       1.0000       0.0000       0.0000      -65.596       0.0000      -69.281       0.0000    
  48.00000000       1.0000       0.0000       0.0000      -65.655       0.0000      -69.282       0.0000    
