#      time         order        q_doors      q_floor      q_roof       q_tb         q_walls      q_win     
  0.000000000       1.0000       0.0000      -124.32       0.0000       0.0000      -246.50      -492.98    
 0.1600000000       1.0000       0.0000      -158.46       0.0000       0.0000      -265.41      -493.15    
 0.3200000000       1.0000       0.0000      -180.67       0.0000       0.0000      -288.49      -494.38    
 0.3641584608       1.0000       0.0000      -184.89       0.0000       0.0000      -293.35      -494.68    
 0.3641584636       1.0000       0.0000      -184.89       0.0000       0.0000      -293.35      -494.68    
 0.6201584636       1.0000       0.0000      -183.51       0.0000       0.0000      -293.72      -495.02    
 0.8761584636       1.0000       0.0000      -180.11       0.0000       0.0000      -289.02      -494.89    
  1.388158464       1.0000       0.0000      -178.54       0.0000       0.0000      -285.99      -490.83    
  2.412158464       1.0000       0.0000      -174.93       0.0000       0.0000      -282.82      -480.21    
  3.912158464       1.0000       0.0000      -172.43       0.0000       0.0000      -282.69      -477.41    
  5.412158464       1.0000       0.0000      -162.62       0.0000       0.0000      -278.74      -471.74    
  6.297433212       1.0000       0.0000      -153.31       0.0000       0.0000      -274.88      -454.39    
  7.225855919       1.0000       0.0000      -164.27       0.0000       0.0000      -283.57      -441.66    
  8.161483220       1.0000       0.0000      -161.61       0.0000       0.0000      -282.91      -429.57    
  9.187946910       1.0000       0.0000      -172.45       0.0000       0.0000      -300.72      -413.63    
  10.03157721       1.0000       0.0000      -202.87       0.0000       0.0000      -329.28      -393.96    
  10.90060265       1.0000       0.0000      -213.50       0.0000       0.0000      -325.72      -368.71    
  11.43451445       1.0000       0.0000      -196.40       0.0000       0.0000      -309.48      -363.62    
  11.86106205       1.0000       0.0000      -191.74       0.0000       0.0000      -306.94      -360.45    
  12.33070534       1.0000       0.0000      -187.81       0.0000       0.0000      -303.80      -353.58    
  12.80216780       1.0000       0.0000      -178.40       0.0000       0.0000      -298.72      -346.25    
  13.25473096       1.0000       0.0000      -175.76       0.0000       0.0000      -298.86      -343.95    
  13.76434093       1.0000       0.0000      -176.07       0.0000       0.0000      -304.78      -345.09    
  14.24299272       1.0000       0.0000      -171.81       0.0000       0.0000      -307.17      -346.69    
  14.83166688       1.0000       0.0000      -155.81       0.0000       0.0000      -297.35      -349.75    
  15.88639879       1.0000       0.0000      -134.57       0.0000       0.0000      -271.51      -366.08    
  16.59321325       1.0000       0.0000      -136.91       0.0000       0.0000      -272.59      -365.07    
  17.12604816       1.0000       0.0000      -146.57       0.0000       0.0000      -280.66      -362.18    
  17.71025912       1.0000       0.0000      -145.52       0.0000       0.0000      -279.55      -357.64    
  18.24962479       1.0000       0.0000      -131.09       0.0000       0.0000      -267.89      -348.97    
  18.94977328       1.0000       0.0000      -111.96       0.0000       0.0000      -252.10      -331.44    
  19.78626644       1.0000       0.0000      -120.06       0.0000       0.0000      -255.73      -323.67    
  20.62726100       1.0000       0.0000      -146.98       0.0000       0.0000      -273.24      -341.75    
  21.50982991       1.0000       0.0000      -145.68       0.0000       0.0000      -270.86      -352.89    
  22.75822102       1.0000       0.0000      -147.67       0.0000       0.0000      -270.10      -356.70    
  24.00000000       1.0000       0.0000      -150.38       0.0000       0.0000      -269.82      -362.46    
  24.00000000       1.0000       0.0000      -149.87       0.0000       0.0000      -269.41      -362.44    
  24.28471348       1.0000       0.0000      -151.60       0.0000       0.0000      -270.21      -364.65    
  24.37149499       1.0000       0.0000      -151.90       0.0000       0.0000      -270.35      -365.28    
  24.37149500       1.0000       0.0000      -151.90       0.0000       0.0000      -270.35      -365.28    
  24.59926578       1.0000       0.0000      -152.20       0.0000       0.0000      -270.21      -366.83    
  24.82703657       1.0000       0.0000      -152.42       0.0000       0.0000      -269.94      -368.26    
  25.28257814       1.0000       0.0000      -153.33       0.0000       0.0000      -269.91      -367.88    
  26.19366128       1.0000       0.0000      -155.21       0.0000       0.0000      -270.11      -362.81    
  27.69366128       1.0000       0.0000      -156.49       0.0000       0.0000      -269.57      -380.61    
  29.19366128       1.0000       0.0000      -155.86       0.0000       0.0000      -268.44      -390.63    
  30.09283768       1.0000       0.0000      -149.33       0.0000       0.0000      -264.36      -383.96    
  31.08830303       1.0000       0.0000      -159.16       0.0000       0.0000      -270.22      -391.48    
  31.97757048       1.0000       0.0000      -161.80       0.0000       0.0000      -270.97      -388.87    
  33.04756084       1.0000       0.0000      -222.91       0.0000       0.0000      -350.01      -376.07    
